student_id,country_home,subject_field,predicted_success_proba,predicted_risk_level,cluster_name,gpa_sem1,attendance_rate
S0153,Ghana,Computer Science,0.7334037414766191,Low Risk,Moderate Performers,-1.5057015350061396,0.4717630273683057
S101057,Latvia,Computer Science,0.9974169327269593,Low Risk,Elite Performers,1.3687634944509686,1.2397122605682016
S100427,Italy,Humanities,0.6449819269549634,Medium Risk,Strong Achievers,0.11339932973134649,0.23365882972605226
S0222,Latvia,Business,0.5247715819745866,Medium Risk,Moderate Performers,-1.6901629429489697,0.02512694225709683
S101050,South Korea,Social Sciences,0.9989248216386201,Low Risk,Elite Performers,0.9017680251752689,1.6126881666365103
S100111,India,Business,0.7859773361624242,Low Risk,Strong Achievers,0.3393648793808781,0.21402851888035176
S100471,Sri Lanka,Information Systems,0.9989992401173471,Low Risk,Elite Performers,0.7159741287967648,1.4703684130051817
S100342,India,Computer Science,0.6930103281531569,Low Risk,Strong Achievers,0.5050729491238682,0.27782702912887836
S100135,Pakistan,Humanities,0.6906274784306468,Low Risk,Strong Achievers,0.20880700625003754,-0.10005645465085547
S101353,Nigeria,Humanities,0.783526753835644,Low Risk,Strong Achievers,0.4448154692173264,0.2827346068403035
S100818,Sri Lanka,Business,0.9894289967236694,Low Risk,Elite Performers,0.801338891997699,1.018871263554071
S101308,Sri Lanka,Humanities,0.9453312623255326,Low Risk,Elite Performers,0.6557166488902233,0.39560889420308126
S100932,Brazil,Social Sciences,0.9984591890315483,Low Risk,Elite Performers,1.112669204848166,1.4899987238508823
S100332,Pakistan,Engineering,0.9123844056108317,Low Risk,Elite Performers,0.5251587757593823,0.3219952285317044
S101236,Pakistan,Engineering,0.9213271857794219,Low Risk,Strong Achievers,0.5703518856892886,0.34653311708883006
S101052,Spain,Information Systems,0.9846769816237402,Low Risk,Elite Performers,0.3494077926986353,0.9894257972855204
S0102,Germany,Business,0.9472154402079516,Low Risk,Elite Performers,-1.350390717995052,0.8221189305009948
S100331,Sri Lanka,Medicine,0.6200150968365036,Medium Risk,Strong Achievers,0.06318476314256134,0.04226329898047306
S100408,Latvia,Information Systems,0.7314508013854231,Low Risk,Strong Achievers,0.4849871224883543,-0.0166276335566284
S100485,Pakistan,Engineering,0.9996505270969291,Low Risk,Elite Performers,1.8206945937500327,1.5390745009651334
S100366,Sri Lanka,Humanities,0.9994327574849643,Low Risk,Elite Performers,1.0323258983061099,1.5243517678308582
S101255,Vietnam,Humanities,0.9530527462341157,Low Risk,Elite Performers,0.7310384987734003,0.3416255393774049
S101144,Latvia,Business,0.9956080314699124,Low Risk,Elite Performers,0.5452446023948962,1.514536612408008
S100429,India,Social Sciences,0.9996299668800392,Low Risk,Elite Performers,1.740351287207977,1.519444190119433
S101189,India,Information Systems,0.571068087773787,Medium Risk,Strong Achievers,0.06318476314256134,-0.3110822962421357
S100297,Sri Lanka,Humanities,0.982088398886878,Low Risk,Elite Performers,0.726017042114522,1.0385015743997716
S101270,China,Business,0.7559953258016331,Low Risk,Strong Achievers,0.07322767646031855,-0.16385496489938203
S100173,Spain,Information Systems,0.9921816417133646,Low Risk,Elite Performers,0.37953653265190607,1.2593425714139022
S100237,Canada,Social Sciences,0.9643740846643437,Low Risk,Elite Performers,0.8716392852219982,0.36616342793453055
S100344,Vietnam,Computer Science,0.99677271859289,Low Risk,Elite Performers,0.726017042114522,1.2691577268367524
S101419,Germany,Humanities,0.9892516693006557,Low Risk,Elite Performers,0.9118109384930261,1.131745550916849
S101441,Canada,Computer Science,0.9140255478297955,Low Risk,Elite Performers,0.5251587757593823,0.1747678971889508
S101013,Ghana,Computer Science,0.5511418039287873,Medium Risk,Strong Achievers,0.9971757016939604,-0.6595203137533188
S100832,Sri Lanka,Engineering,0.9677078649335081,Low Risk,Elite Performers,1.2582914479556415,0.09133907609472428
S100247,Vietnam,Information Systems,0.7085024509322202,Low Risk,Strong Achievers,0.2389357462033087,0.0962466538061494
S100383,Sri Lanka,Medicine,0.9845182866610329,Low Risk,Elite Performers,0.9118109384930261,0.8667363544998924
S0246,Germany,Medicine,0.7567417907477495,Low Risk,Moderate Performers,-1.8659574708358864,0.5278934368380046
S100931,Italy,Engineering,0.9912311612659784,Low Risk,Elite Performers,0.49503003580611155,1.2838804599710276
S100212,India,Business,0.7179246627502799,Low Risk,Strong Achievers,0.841510545268727,-0.5809990703705168
S100073,Kenya,Humanities,0.837678471951668,Low Risk,Strong Achievers,-0.14269495987145675,0.3907013164916561
S100069,Italy,Medicine,0.6460061376543687,Medium Risk,Strong Achievers,0.2288928328855515,0.18949063032322616
S100692,USA,Social Sciences,0.9977737807944508,Low Risk,Elite Performers,0.9620255050818108,1.3231410816624287
S0100,Nigeria,Computer Science,0.88089020892566,Low Risk,Elite Performers,-1.5668682329152577,0.7248213748424844
S0052,Latvia,Medicine,0.7893858294075964,Low Risk,Elite Performers,-1.7921646398581033,0.6590860118557569
S101487,Germany,Humanities,0.8913511147616158,Low Risk,Strong Achievers,0.43979401255844797,0.5330210701229847
S100829,Latvia,Engineering,0.9866885186816565,Low Risk,Elite Performers,0.8917251118575121,0.9109045539027185
S100350,Vietnam,Medicine,0.8596345005819551,Low Risk,Elite Performers,0.7611672387266716,-0.14422465405368157
S101368,Sri Lanka,Information Systems,0.588127137253337,Medium Risk,Strong Achievers,0.28412885613321504,-0.4484944721620391
S100030,Vietnam,Computer Science,0.7926392332862505,Low Risk,Strong Achievers,0.07824913311919693,0.03735572126904794
S101316,Germany,Business,0.6114156225070437,Medium Risk,Strong Achievers,0.2640430294977011,-0.3159898739535608
S101125,Sri Lanka,Humanities,0.9857529919308862,Low Risk,Elite Performers,0.49000857914723317,0.9599803310169697
S101480,Brazil,Information Systems,0.939465125823799,Low Risk,Elite Performers,0.8264461752920919,0.18949063032322616
S100099,Nigeria,Computer Science,0.9946645182660739,Low Risk,Elite Performers,1.3637420377920904,0.847106043654192
S100589,Bangladesh,Engineering,0.9977410752896168,Low Risk,Elite Performers,1.2733558179322777,1.4605532575823315
S100973,Germany,Computer Science,0.9945758104194029,Low Risk,Elite Performers,0.5352016890771395,1.3722168587766794
S100203,Latvia,Information Systems,0.6830595500790732,Low Risk,Strong Achievers,-0.1728236998247275,0.0030026772890720875
S101110,Bangladesh,Business,0.9942880968498113,Low Risk,Elite Performers,0.5753733423481674,1.4114774804680803
S100756,Latvia,Humanities,0.970244716869187,Low Risk,Elite Performers,0.7511243254089144,0.9403500201712692
S101285,South Korea,Information Systems,0.7222669740341174,Low Risk,Strong Achievers,0.8967465685163906,-0.7871173342503719
S100382,Latvia,Social Sciences,0.9950895530682794,Low Risk,Elite Performers,0.6808239321846157,1.3771244364881046
S100534,Latvia,Engineering,0.9981812955056609,Low Risk,Elite Performers,0.7009097588201296,1.5636123895222591
S100816,India,Business,0.6518962546125316,Medium Risk,Strong Achievers,0.2941717694509718,-0.35034291793353667
S100032,USA,Social Sciences,0.9968532395749101,Low Risk,Elite Performers,1.4892784542640525,1.0090561081312208
S100985,Brazil,Information Systems,0.999492193136801,Low Risk,Elite Performers,1.454128257651903,1.514536612408008
S100527,France,Humanities,0.9986157242439637,Low Risk,Elite Performers,1.0574331816005018,1.5685199672336843
S100974,India,Information Systems,0.8689917568984269,Low Risk,Strong Achievers,0.746102868750036,0.03735572126904794
S100044,Italy,Business,0.9356121073933042,Low Risk,Elite Performers,1.1227121181659225,0.16986031947752567
S0038,South Korea,Computer Science,0.6378131944287236,Medium Risk,Moderate Performers,-2.259989716539923,0.2954923059746613
S100478,Latvia,Social Sciences,0.9558211977997423,Low Risk,Elite Performers,0.4548583825350836,0.47413013758588324
S100881,Kenya,Medicine,0.6628387835630225,Medium Risk,Strong Achievers,0.7611672387266716,-0.36997322877923716
S100059,USA,Business,0.9767367626774942,Low Risk,Elite Performers,0.9268753084696613,0.47413013758588324
S101210,Brazil,Engineering,0.9587060198141476,Low Risk,Strong Achievers,0.15859243966125283,0.9599803310169697
S101018,USA,Information Systems,0.9996280738880706,Low Risk,Elite Performers,1.5796646741238651,1.6225033220593605
S100352,India,Business,0.9988793729093274,Low Risk,Elite Performers,1.3285918411799407,1.5537972340994088
S100650,India,Business,0.835263649074389,Low Risk,Elite Performers,0.6205664522780737,-0.0068124781337781555
S100962,India,Humanities,0.9906869435928352,Low Risk,Elite Performers,0.9469611351051757,0.9354424424598441
S100254,France,Humanities,0.9637378353403769,Low Risk,Elite Performers,0.3594507060163921,1.0679470406683225
S101096,Ghana,Medicine,0.6087728715056205,Medium Risk,Strong Achievers,-0.02218000005837293,-0.03135036669090376
S101436,Kenya,Social Sciences,0.9907226331094876,Low Risk,Elite Performers,1.2331841646612496,1.1611910171853996
S100781,India,Computer Science,0.9792655463035544,Low Risk,Elite Performers,0.46490129585284035,1.048316729822622
S101286,USA,Humanities,0.9893812525680192,Low Risk,Elite Performers,1.4591497143107812,0.5771892695258107
S101461,Latvia,Medicine,0.9996792204182972,Low Risk,Elite Performers,1.8608662470210608,1.5537972340994088
S0117,Italy,Business,0.9550138196479497,Low Risk,Elite Performers,-1.1402597959713194,0.8811517665641574
S100497,South Korea,Computer Science,0.8335222503404248,Low Risk,Elite Performers,0.5753733423481674,-0.12459434320798107
S100914,Vietnam,Business,0.9938442504821734,Low Risk,Elite Performers,0.8264461752920919,1.210266794299651
S100965,Vietnam,Social Sciences,0.9958145225473142,Low Risk,Elite Performers,0.4046438159462989,1.6126881666365103
S0109,Ghana,Engineering,0.9441070050733226,Low Risk,Elite Performers,-1.0917502683994909,0.9481788378570437
S101344,Brazil,Social Sciences,0.9994414991383669,Low Risk,Elite Performers,1.4993213675818093,1.480183568428032
S101001,Canada,Medicine,0.9207591915553904,Low Risk,Elite Performers,0.31927905274536417,0.4299619381830571
S0138,Pakistan,Engineering,0.9007764238738484,Low Risk,Elite Performers,-1.4720580010172248,0.8521140857043183
S100950,Bangladesh,Social Sciences,0.911879302004785,Low Risk,Elite Performers,1.087561921553773,0.032448143557622815
S100067,Pakistan,Medicine,0.9569678992692809,Low Risk,Elite Performers,0.8314676319509702,0.3612558502231054
S101200,India,Business,0.5033107299455062,Medium Risk,Strong Achievers,0.03305602318929061,-0.28163682997358497
S101489,India,Computer Science,0.9798524673458371,Low Risk,Elite Performers,1.0624546382593802,0.6851559791771634
S100941,Ghana,Business,0.9791093947261122,Low Risk,Elite Performers,0.9318967651285397,0.847106043654192
S100316,Vietnam,Humanities,0.7589555424298217,Low Risk,Strong Achievers,0.20880700625003754,0.33671796166597984
S100381,Canada,Medicine,0.9738517642641877,Low Risk,Elite Performers,0.27408594281545784,1.013963685842646
S100289,Pakistan,Humanities,0.9117987532776278,Low Risk,Elite Performers,0.17365680963788796,0.6213574689286369
S101007,Germany,Engineering,0.8037995241896229,Low Risk,Strong Achievers,0.726017042114522,0.22875125201462715
S0026,Nigeria,Engineering,0.9590361758761535,Low Risk,Elite Performers,-1.851361042903712,1.043141341489612
S101361,Pakistan,Information Systems,0.9987238371713792,Low Risk,Elite Performers,1.072497551577138,1.3624017033538292
S100365,Nigeria,Humanities,0.9976759757406578,Low Risk,Elite Performers,0.5201373191005039,1.5734275449451094
S100555,Pakistan,Business,0.6169966132239629,Medium Risk,Strong Achievers,0.9519825917640541,-0.6889657800218695
S0120,Nigeria,Social Sciences,0.769162991805191,Low Risk,Moderate Performers,-1.6689862757430152,0.2913078734902867
S100741,Vietnam,Computer Science,0.9506961638683575,Low Risk,Elite Performers,0.5753733423481674,0.46431498216303296
S100261,Pakistan,Business,0.5424311558955974,Medium Risk,Strong Achievers,0.26906448615657946,-0.5760914926590918
S0141,India,Social Sciences,0.810405985365832,Low Risk,Moderate Performers,-2.0262068656851717,0.8013904336719047
S100669,Latvia,Information Systems,0.718735364844825,Low Risk,Strong Achievers,0.39460090262854164,-0.09514887693943035
S0022,India,Engineering,0.8957008017620123,Low Risk,Elite Performers,-1.7031820354783769,0.6588064595843094
S101391,Ghana,Medicine,0.9970657832139668,Low Risk,Elite Performers,1.7052010905958273,0.9845182195740954
S101226,Nigeria,Medicine,0.9923555143650229,Low Risk,Elite Performers,0.992154245035082,0.7587696448485397
S101317,Ghana,Business,0.9946831258049454,Low Risk,Elite Performers,0.8816821985397549,1.0090561081312208
S100071,Kenya,Information Systems,0.6229430964630482,Medium Risk,Strong Achievers,0.5050729491238682,-0.48284751614201493
S100259,Sri Lanka,Engineering,0.590041669759772,Medium Risk,Strong Achievers,0.5100944057827471,-0.39451111733636274
S100051,France,Computer Science,0.9213019691006435,Low Risk,Elite Performers,0.5100944057827471,0.20912094116892666
S100298,Pakistan,Information Systems,0.5310690692480129,Medium Risk,Strong Achievers,0.007948739894898253,-0.2865444076850101
S100529,Nigeria,Medicine,0.9082170103660606,Low Risk,Elite Performers,0.47494420917059754,0.10606180922899965
S101205,India,Engineering,0.7331086593609007,Low Risk,Strong Achievers,0.33434342272199974,0.022632988134772575
S100439,Bangladesh,Medicine,0.5364553400059386,Medium Risk,Strong Achievers,0.34438633603975694,-0.060795832959454496
S101498,Italy,Engineering,0.9209637982684097,Low Risk,Strong Achievers,0.3745150759930277,0.7342317562914141
S100798,Bangladesh,Humanities,0.9803822418096413,Low Risk,Elite Performers,0.8766607418808765,0.8618287767884673
S0203,USA,Computer Science,0.9773142087765475,Low Risk,Elite Performers,-1.1333390536680326,1.2165971623032008
S100479,Italy,Information Systems,0.9963479181983145,Low Risk,Elite Performers,0.4247296425818124,1.4703684130051817
S100777,China,Information Systems,0.9552153637828257,Low Risk,Strong Achievers,0.8565749152453626,0.7440469117142644
S100141,China,Information Systems,0.84201109109335,Low Risk,Strong Achievers,0.6808239321846157,0.027540565846197695
S100518,France,Computer Science,0.9725247735364199,Low Risk,Elite Performers,0.6908668455023724,0.8667363544998924
S100420,Vietnam,Humanities,0.7896000922784506,Low Risk,Elite Performers,0.8113818053154562,-0.4239565836049135
S100271,France,Information Systems,0.9995191040164573,Low Risk,Elite Performers,1.6800938073014346,1.5832427003679597
S100184,Germany,Engineering,0.9747813356335417,Low Risk,Elite Performers,0.06318476314256134,1.0728546183797476
S101392,Spain,Social Sciences,0.9606030550352095,Low Risk,Elite Performers,0.4448154692173264,1.1513758617625494
S100544,France,Social Sciences,0.8349265764414967,Low Risk,Strong Achievers,-0.4490038160630443,0.5722816918143856
S100591,South Korea,Social Sciences,0.9302911950934628,Low Risk,Elite Performers,0.5603089723715319,0.39560889420308126
S101319,Vietnam,Engineering,0.8881899076885338,Low Risk,Strong Achievers,0.324300509404243,0.5330210701229847
S101290,Vietnam,Computer Science,0.999071298098977,Low Risk,Elite Performers,1.0574331816005018,1.4556456798709065
S0155,Latvia,Social Sciences,0.8730588531358499,Low Risk,Elite Performers,-1.2449441061711155,0.6689261845843413
S101027,India,Information Systems,0.9996762888336221,Low Risk,Elite Performers,1.9211237269276022,1.5734275449451094
S101137,Latvia,Social Sciences,0.8768821692802199,Low Risk,Strong Achievers,0.4498369258762052,0.3514406948002552
S101151,Vietnam,Computer Science,0.9955534500803964,Low Risk,Elite Performers,1.0775190082360162,0.9943333749969455
S100450,Nigeria,Humanities,0.998773327632884,Low Risk,Elite Performers,1.3135274712033047,1.2838804599710276
S100617,Nigeria,Computer Science,0.8617894187026037,Low Risk,Elite Performers,0.6808239321846157,0.10606180922899965
S0063,Latvia,Computer Science,0.6395033903795111,Medium Risk,Moderate Performers,-1.5765730739296033,0.1406811069418849
S101389,USA,Humanities,0.7676414558815146,Low Risk,Strong Achievers,0.746102868750036,-0.13931707634225643
S100979,India,Humanities,0.8455274180075604,Low Risk,Strong Achievers,-0.09248039328267162,0.36616342793453055
S100170,Nigeria,Humanities,0.963228498987741,Low Risk,Strong Achievers,0.3594507060163921,0.9845182195740954
S100300,Latvia,Engineering,0.8248477645383798,Low Risk,Strong Achievers,0.17365680963788796,0.30727249539742907
S100398,Vietnam,Engineering,0.8024755466131327,Low Risk,Strong Achievers,0.27910739947433666,0.21402851888035176
S0240,Germany,Business,0.8231027627899914,Low Risk,Moderate Performers,-1.7390108324144358,0.56417415813748
S100817,Latvia,Business,0.9962114208495938,Low Risk,Elite Performers,1.007218615011717,1.332956237085279
S101309,Latvia,Social Sciences,0.9996768297272138,Low Risk,Elite Performers,1.9211237269276022,1.5341669232537083
S0092,Brazil,Engineering,0.9813077645851533,Low Risk,Elite Performers,-1.1433935684886645,1.2179689083413883
S100628,Germany,Information Systems,0.5921589484176558,Medium Risk,Strong Achievers,0.7561457820677927,-0.6153521143504926
S100538,India,Medicine,0.8690406780940432,Low Risk,Strong Achievers,-0.0422658266938869,0.5771892695258107
