student_id,cluster_name,predicted_risk_level,predicted_success_proba,mean_weekly_engagement,attendance_rate,gpa_sem1,country_home,subject_field
S101419,Elite Performers,Low Risk,0.9892516693006557,1.110388068208999,1.131745550916849,0.9118109384930261,Germany,Humanities
S101441,Elite Performers,Low Risk,0.9140255478297955,0.09077032558058466,0.1747678971889508,0.5251587757593823,Canada,Computer Science
S100832,Elite Performers,Low Risk,0.9677078649335081,0.06996180022082109,0.09133907609472428,1.2582914479556415,Sri Lanka,Engineering
S100383,Elite Performers,Low Risk,0.9845182866610329,0.7732899573808291,0.8667363544998924,0.9118109384930261,Sri Lanka,Medicine
S100931,Elite Performers,Low Risk,0.9912311612659784,1.293503091374918,1.2838804599710276,0.49503003580611155,Italy,Engineering
S100692,Elite Performers,Low Risk,0.9977737807944508,1.4766181145408375,1.3231410816624287,0.9620255050818108,USA,Social Sciences
S0100,Elite Performers,Low Risk,0.88089020892566,0.8253242644850283,0.7248213748424844,-1.5668682329152577,Nigeria,Computer Science
S0052,Elite Performers,Low Risk,0.7893858294075964,0.48439317721029007,0.6590860118557569,-1.7921646398581033,Latvia,Medicine
S100829,Elite Performers,Low Risk,0.9866885186816565,0.8648474689637887,0.9109045539027185,0.8917251118575121,Latvia,Engineering
S100350,Elite Performers,Low Risk,0.8596345005819551,-0.16309368380853095,-0.14422465405368157,0.7611672387266716,Vietnam,Medicine
S101125,Elite Performers,Low Risk,0.9857529919308862,1.0105071464821338,0.9599803310169697,0.49000857914723317,Sri Lanka,Humanities
S101480,Elite Performers,Low Risk,0.939465125823799,0.16568101687573356,0.18949063032322616,0.8264461752920919,Brazil,Information Systems
S100099,Elite Performers,Low Risk,0.9946645182660739,0.8190687131723089,0.847106043654192,1.3637420377920904,Nigeria,Computer Science
S100589,Elite Performers,Low Risk,0.9977410752896168,1.630601202203088,1.4605532575823315,1.2733558179322777,Bangladesh,Engineering
S100973,Elite Performers,Low Risk,0.9945758104194029,1.3975457181737359,1.3722168587766794,0.5352016890771395,Germany,Computer Science
S101110,Elite Performers,Low Risk,0.9942880968498113,1.4599712942530265,1.4114774804680803,0.5753733423481674,Bangladesh,Business
S100756,Elite Performers,Low Risk,0.970244716869187,0.8482006486759779,0.9403500201712692,0.7511243254089144,Latvia,Humanities
S100382,Elite Performers,Low Risk,0.9950895530682794,1.555690510907939,1.3771244364881046,0.6808239321846157,Latvia,Social Sciences
S100534,Elite Performers,Low Risk,0.9981812955056609,1.755452354361669,1.5636123895222591,0.7009097588201296,Latvia,Engineering
S100032,Elite Performers,Low Risk,0.9968532395749101,0.9564049805467485,1.0090561081312208,1.4892784542640525,USA,Social Sciences
S100985,Elite Performers,Low Risk,0.999492193136801,1.643086317418946,1.514536612408008,1.454128257651903,Brazil,Information Systems
S100527,Elite Performers,Low Risk,0.9986157242439637,1.738805534073858,1.5685199672336843,1.0574331816005018,France,Humanities
S100044,Elite Performers,Low Risk,0.9356121073933042,0.20313636252330752,0.16986031947752567,1.1227121181659225,Italy,Business
S100478,Elite Performers,Low Risk,0.9558211977997423,0.42786843640875416,0.47413013758588324,0.4548583825350836,Latvia,Social Sciences
S100059,Elite Performers,Low Risk,0.9767367626774942,0.34879604004165254,0.47413013758588324,0.9268753084696613,USA,Business
S101018,Elite Performers,Low Risk,0.9996280738880706,1.8095545202970542,1.6225033220593605,1.5796646741238651,USA,Information Systems
S100352,Elite Performers,Low Risk,0.9988793729093274,1.6805416630665204,1.5537972340994088,1.3285918411799407,India,Business
S100650,Elite Performers,Low Risk,0.835263649074389,-0.03408082657799679,-0.0068124781337781555,0.6205664522780737,India,Business
S100962,Elite Performers,Low Risk,0.9906869435928352,0.9480815704028431,0.9354424424598441,0.9469611351051757,India,Humanities
S100254,Elite Performers,Low Risk,0.9637378353403769,0.964728390690654,1.0679470406683225,0.3594507060163921,France,Humanities
S101436,Elite Performers,Low Risk,0.9907226331094876,1.093741247921188,1.1611910171853996,1.2331841646612496,Kenya,Social Sciences
S100781,Elite Performers,Low Risk,0.9792655463035544,1.0229922616979918,1.048316729822622,0.46490129585284035,India,Computer Science
S101286,Elite Performers,Low Risk,0.9893812525680192,0.5735281139270991,0.5771892695258107,1.4591497143107812,USA,Humanities
S101461,Elite Performers,Low Risk,0.9996792204182972,1.6971884833543314,1.5537972340994088,1.8608662470210608,Latvia,Medicine
S0117,Elite Performers,Low Risk,0.9550138196479497,0.7960504134095796,0.8811517665641574,-1.1402597959713194,Italy,Business
S100497,Elite Performers,Low Risk,0.8335222503404248,-0.13396174830486196,-0.12459434320798107,0.5753733423481674,South Korea,Computer Science
S100914,Elite Performers,Low Risk,0.9938442504821734,1.2893413863029652,1.210266794299651,0.8264461752920919,Vietnam,Business
S100965,Elite Performers,Low Risk,0.9958145225473142,1.7637757645055743,1.6126881666365103,0.4046438159462989,Vietnam,Social Sciences
S0109,Elite Performers,Low Risk,0.9441070050733226,1.0277822195944841,0.9481788378570437,-1.0917502683994909,Ghana,Engineering
S101344,Elite Performers,Low Risk,0.9994414991383669,1.6264394971311351,1.480183568428032,1.4993213675818093,Brazil,Social Sciences
S101001,Elite Performers,Low Risk,0.9207591915553904,0.35711945018555796,0.4299619381830571,0.31927905274536417,Canada,Medicine
S0138,Elite Performers,Low Risk,0.9007764238738484,0.7820435869669718,0.8521140857043183,-1.4720580010172248,Pakistan,Engineering
S100950,Elite Performers,Low Risk,0.911879302004785,-0.0007871860023750662,0.032448143557622815,1.087561921553773,Bangladesh,Social Sciences
S100067,Elite Performers,Low Risk,0.9569678992692809,0.3404726298977471,0.3612558502231054,0.8314676319509702,Pakistan,Medicine
S101489,Elite Performers,Low Risk,0.9798524673458371,0.7316729066613019,0.6851559791771634,1.0624546382593802,India,Computer Science
S100941,Elite Performers,Low Risk,0.9791093947261122,0.7649665472369236,0.847106043654192,0.9318967651285397,Ghana,Business
S100381,Elite Performers,Low Risk,0.9738517642641877,0.964728390690654,1.013963685842646,0.27408594281545784,Canada,Medicine
S100289,Elite Performers,Low Risk,0.9117987532776278,0.5901749342149101,0.6213574689286369,0.17365680963788796,Pakistan,Humanities
S0026,Elite Performers,Low Risk,0.9590361758761535,0.9970139596005363,1.043141341489612,-1.851361042903712,Nigeria,Engineering
S101361,Elite Performers,Low Risk,0.9987238371713792,1.351766962382256,1.3624017033538292,1.072497551577138,Pakistan,Information Systems
S100365,Elite Performers,Low Risk,0.9976759757406578,1.7929077000092433,1.5734275449451094,0.5201373191005039,Nigeria,Humanities
S100741,Elite Performers,Low Risk,0.9506961638683575,0.4361918465526596,0.46431498216303296,0.5753733423481674,Vietnam,Computer Science
S0022,Elite Performers,Low Risk,0.8957008017620123,0.9256388582272755,0.6588064595843094,-1.7031820354783769,India,Engineering
S101391,Elite Performers,Low Risk,0.9970657832139668,0.9439198653308903,0.9845182195740954,1.7052010905958273,Ghana,Medicine
S101226,Elite Performers,Low Risk,0.9923555143650229,0.6900558559417752,0.7587696448485397,0.992154245035082,Nigeria,Medicine
S101317,Elite Performers,Low Risk,0.9946831258049454,0.9272730450430795,1.0090561081312208,0.8816821985397549,Ghana,Business
S100051,Elite Performers,Low Risk,0.9213019691006435,0.1740044270196385,0.20912094116892666,0.5100944057827471,France,Computer Science
S100529,Elite Performers,Low Risk,0.9082170103660606,0.12822567122815912,0.10606180922899965,0.47494420917059754,Nigeria,Medicine
S100798,Elite Performers,Low Risk,0.9803822418096413,0.8065835979564507,0.8618287767884673,0.8766607418808765,Bangladesh,Humanities
S0203,Elite Performers,Low Risk,0.9773142087765475,1.3492943367826884,1.2165971623032008,-1.1333390536680326,USA,Computer Science
S100479,Elite Performers,Low Risk,0.9963479181983145,1.4807798196127901,1.4703684130051817,0.4247296425818124,Italy,Information Systems
S100518,Elite Performers,Low Risk,0.9725247735364199,0.7233494965173964,0.8667363544998924,0.6908668455023724,France,Computer Science
S100420,Elite Performers,Low Risk,0.7896000922784506,-0.4294428084135045,-0.4239565836049135,0.8113818053154562,Vietnam,Humanities
S100271,Elite Performers,Low Risk,0.9995191040164573,1.738805534073858,1.5832427003679597,1.6800938073014346,France,Information Systems
S100184,Elite Performers,Low Risk,0.9747813356335417,1.0438007870577555,1.0728546183797476,0.06318476314256134,Germany,Engineering
S101392,Elite Performers,Low Risk,0.9606030550352095,1.2061072848639114,1.1513758617625494,0.4448154692173264,Spain,Social Sciences
S100591,Elite Performers,Low Risk,0.9302911950934628,0.37792797554532154,0.39560889420308126,0.5603089723715319,South Korea,Social Sciences
S101290,Elite Performers,Low Risk,0.999071298098977,1.5057500500445065,1.4556456798709065,1.0574331816005018,Vietnam,Computer Science
S0155,Elite Performers,Low Risk,0.8730588531358499,0.7376859588406006,0.6689261845843413,-1.2449441061711155,Latvia,Social Sciences
S101027,Elite Performers,Low Risk,0.9996762888336221,1.6971884833543314,1.5734275449451094,1.9211237269276022,India,Information Systems
S101151,Elite Performers,Low Risk,0.9955534500803964,0.9314347501150322,0.9943333749969455,1.0775190082360162,Vietnam,Computer Science
S100450,Elite Performers,Low Risk,0.998773327632884,1.3684137826700669,1.2838804599710276,1.3135274712033047,Nigeria,Humanities
S100617,Elite Performers,Low Risk,0.8617894187026037,0.04082986471715209,0.10606180922899965,0.6808239321846157,Nigeria,Computer Science
S100817,Elite Performers,Low Risk,0.9962114208495938,1.3392818471663979,1.332956237085279,1.007218615011717,Latvia,Business
S101309,Elite Performers,Low Risk,0.9996768297272138,1.6930267782823787,1.5341669232537083,1.9211237269276022,Latvia,Social Sciences
S0092,Elite Performers,Low Risk,0.9813077645851533,1.423482364488313,1.2179689083413883,-1.1433935684886645,Brazil,Engineering
