Student_ID,Country,Subject,Success_Prob,Success_Label,Pass/Fail,Cluster,GPA,Attendance,Engagement
S101298,Vietnam,Information Systems,0.019591378151420896,At Risk,FAIL,At-Risk Students,-0.4490038160630443,-1.714649521709719,-1.6529840995676017
S100244,China,Medicine,0.019619701657343964,At Risk,FAIL,At-Risk Students,-0.04728728335276528,-1.5772373457898157,-1.4823541916175402
S101424,India,Engineering,0.019892682061346957,At Risk,FAIL,At-Risk Students,-0.6599049957359407,-1.6606661668840428,-1.5863968184163582
S0042,South Korea,Engineering,0.019958920988255028,At Risk,FAIL,Moderate Performers,-2.4576373421038413,-0.4191903089603903,-0.8659608017771662
S100339,Vietnam,Engineering,0.02013114860985758,At Risk,FAIL,At-Risk Students,-0.017158543399494547,-1.8962298970324483,-1.7445416111505614
S101456,Kenya,Information Systems,0.022534975017549967,At Risk,FAIL,At-Risk Students,-0.2832957463200541,-1.7980783428039462,-1.7029245604310341
S101481,China,Information Systems,0.022702098043370682,At Risk,FAIL,At-Risk Students,0.002927283236019425,-1.9011374747438734,-1.8360991227335208
S100679,Nigeria,Information Systems,0.02346479907328513,At Risk,FAIL,At-Risk Students,-0.30840302961444693,-1.6753889000183182,-1.6529840995676017
S100952,Canada,Computer Science,0.023467711348951457,At Risk,FAIL,At-Risk Students,-0.29333865963781136,-1.8128010759382216,-1.6946011502871288
S0075,Ghana,Medicine,0.023870698883779046,At Risk,FAIL,Moderate Performers,-2.423914766287408,-0.6426849403166587,-0.8624524459161041
S0067,Ghana,Engineering,0.02510364213568774,At Risk,FAIL,Moderate Performers,-2.3387026921408283,-0.6053082437428928,-0.9645847861650814
S101149,USA,Engineering,0.025874466394396237,At Risk,FAIL,At-Risk Students,-0.36363905286211,-1.2729675276814585,-1.199358246724756
S101365,Nigeria,Social Sciences,0.02591098414876136,At Risk,FAIL,At-Risk Students,-0.4741110993574366,-1.7293722548439945,-1.707086265502987
S101359,South Korea,Social Sciences,0.026433786226070816,At Risk,FAIL,At-Risk Students,-0.8205916088200526,-1.2435220614129079,-1.199358246724756
S100124,Kenya,Computer Science,0.026609499545106496,At Risk,FAIL,At-Risk Students,-0.19793098311911986,-1.832431386783922,-1.7237330857907978
S101395,Kenya,Business,0.02719426242696814,At Risk,FAIL,At-Risk Students,0.0983349597547109,-1.7048343662868688,-1.6654692147834598
S100998,Kenya,Engineering,0.027532199708190774,At Risk,FAIL,At-Risk Students,-0.007115630081737338,-1.631220700615492,-1.603043638704169
S0232,USA,Computer Science,0.029074138881660445,At Risk,FAIL,Moderate Performers,-2.408595316505299,-0.419278288273007,-0.7468491177838508
S0166,China,Medicine,0.029271430089501834,At Risk,FAIL,Moderate Performers,-1.7526598789723564,-0.28752746276099805,-0.6427888352708672
S100836,South Korea,Engineering,0.030294971229047955,At Risk,FAIL,At-Risk Students,-0.09750184994154999,-1.33185846021856,-1.3075625785955267
S100251,Brazil,Medicine,0.03154421687971464,At Risk,FAIL,At-Risk Students,0.09331350309583253,-1.631220700615492,-1.6113670488480745
S101222,Ghana,Computer Science,0.03406033923070671,At Risk,FAIL,At-Risk Students,0.28412885613321504,-1.9060450524552985,-1.7611884314383721
S101475,Nigeria,Business,0.03744659674932338,At Risk,FAIL,At-Risk Students,-0.04728728335276528,-1.9649359849924,-1.8277757125896155
S100865,Bangladesh,Humanities,0.03783466944512829,At Risk,FAIL,At-Risk Students,-0.6096904291471561,-1.1159250409158548,-1.0703453894942219
S0216,Italy,Business,0.03979085264126742,At Risk,FAIL,Moderate Performers,-2.4862077743946926,-0.4332742299261086,-0.6307871031153628
S101497,Nigeria,Engineering,0.04008762743815403,At Risk,FAIL,At-Risk Students,0.16863535297900958,-1.4005645481785116,-1.3283711039552901
S100123,Sri Lanka,Medicine,0.04118808196075079,At Risk,FAIL,At-Risk Students,-0.33853176956771763,-1.376026659621386,-1.2701072329479524
S0226,South Korea,Business,0.043801259224600556,At Risk,FAIL,Moderate Performers,-2.7305922031312,-0.3369080882242398,-0.4756020803637089
S100607,South Korea,Information Systems,0.04859373323996821,At Risk,FAIL,At-Risk Students,-0.11256621991818558,-1.2533372168357582,-1.228490182228425
S0148,South Korea,Engineering,0.054642703602687165,At Risk,FAIL,Moderate Performers,-2.070123438834398,-0.2957794629863115,-0.5583969142934934
S100495,India,Information Systems,0.05560905723844607,At Risk,FAIL,At-Risk Students,-0.5494329492406141,-1.1355553517615553,-1.1951965416528034
S100785,South Korea,Engineering,0.06615407931848272,At Risk,FAIL,At-Risk Students,-0.3686605095209884,-0.8509158444988986,-0.8081579699612012
S0208,France,Social Sciences,0.06785369615871517,At Risk,FAIL,Moderate Performers,-2.6219265726120646,-0.2633172662267698,-0.46003344372840194
S0068,Vietnam,Engineering,0.06843227372170341,At Risk,FAIL,Moderate Performers,-2.2275404538340116,-0.06586511960132851,-0.4458730951619825
S100168,Pakistan,Humanities,0.08141030850985476,At Risk,FAIL,At-Risk Students,-0.6096904291471561,-1.2238917505672076,-1.1078007351417964
S0221,France,Computer Science,0.08161635454540424,At Risk,FAIL,Moderate Performers,-2.3389655166276215,-0.24336005489353094,-0.4559513149980395
S100584,Nigeria,Social Sciences,0.08186343446711469,At Risk,FAIL,At-Risk Students,-0.13265204655369955,-1.3907493927556613,-1.2701072329479524
S101175,Sri Lanka,Medicine,0.08295813462310235,At Risk,FAIL,At-Risk Students,-0.3987892494742596,-0.7969324896732222,-0.7998345598172957
S100593,France,Social Sciences,0.08821012743281666,At Risk,FAIL,At-Risk Students,-0.5444114925817357,-0.9588825541502511,-0.8872303663283028
S100767,Spain,Social Sciences,0.09480975450909515,At Risk,FAIL,At-Risk Students,-0.3033815729555681,-1.0619416860901785,-1.0661836844222692
S0269,South Korea,Computer Science,0.09761671917734265,At Risk,FAIL,Moderate Performers,-2.4169543360831196,-0.2654411158916054,-0.3760027704516231
S100561,China,Business,0.09892581596154072,At Risk,FAIL,At-Risk Students,0.304214682768729,-1.5477918795212653,-1.3907966800345808
S100720,India,Social Sciences,0.10581008023382954,At Risk,FAIL,At-Risk Students,-0.268231376343419,-0.909806777036,-0.8622601358965865
S100438,Canada,Business,0.10942690105889509,At Risk,FAIL,At-Risk Students,-0.07239456664715764,-0.8803613107674493,-0.8289664953209647
S100864,Sri Lanka,Social Sciences,0.1147149050252531,At Risk,FAIL,At-Risk Students,-0.9310636553153792,-0.8950840439017246,-0.8331282003929175
S0160,Kenya,Engineering,0.11916563088152747,At Risk,FAIL,Moderate Performers,-1.9613063218918414,-0.13055524278691663,-0.3032304889597247
S100210,Canada,Engineering,0.11951027464268171,At Risk,FAIL,At-Risk Students,-0.09248039328267162,-0.831285533653198,-0.8789069561843973
S100432,Kenya,Engineering,0.12343434868875029,At Risk,FAIL,At-Risk Students,-0.12763058989482118,-1.1159250409158548,-1.0786687996381275
S100964,Latvia,Business,0.12611972840583308,At Risk,FAIL,At-Risk Students,0.37953653265190607,-1.160093240318681,-1.1161241452857018
S100076,Bangladesh,Humanities,0.12738380177767641,At Risk,FAIL,At-Risk Students,-0.10252330660042881,-1.2189841728557824,-1.186873131508898
S0247,Bangladesh,Engineering,0.1278236641922625,At Risk,FAIL,Moderate Performers,-1.8477399639938243,-0.20001205007698553,-0.3723689527132862
S100552,Pakistan,Computer Science,0.12815362013208897,At Risk,FAIL,At-Risk Students,0.29919322610985016,-0.9834204427073765,-0.9871112880551679
S100575,USA,Social Sciences,0.13185277659598588,At Risk,FAIL,At-Risk Students,0.012970196553776634,-1.33185846021856,-1.2326518873003778
S0064,Germany,Medicine,0.1333641825207401,At Risk,FAIL,Moderate Performers,-2.360626222382834,-0.011214715883867325,-0.16783112426253652
S101112,China,Humanities,0.14716649820682384,At Risk,FAIL,At-Risk Students,0.15357098300237443,-1.042311375244478,-1.0204049286307895
S0190,United Kingdom,Social Sciences,0.1492153619780715,At Risk,FAIL,Moderate Performers,-2.0204101940332517,-0.18710250849213292,-0.3320524623638943
S0055,United Kingdom,Computer Science,0.15234342661882336,At Risk,FAIL,Moderate Performers,-2.3717213283871423,-0.12500047409330525,-0.3574585992679512
S101245,Sri Lanka,Engineering,0.15269446643104967,At Risk,FAIL,At-Risk Students,-0.6548835390770624,-0.6791506245990193,-0.7041153431623834
S101247,Sri Lanka,Computer Science,0.1527396591527893,At Risk,FAIL,At-Risk Students,0.821424718633213,-1.6115903897697916,-1.5988819336322164
S0219,France,Medicine,0.15379872867580763,At Risk,FAIL,Moderate Performers,-2.0600181152853554,-0.06295972648297031,-0.2882113683907848
S101377,China,Medicine,0.15793762595195976,At Risk,FAIL,Strong Achievers,-0.7452697589368751,-0.43867931673918886,-0.4336045134854572
S100651,Kenya,Computer Science,0.15857011805575638,At Risk,FAIL,At-Risk Students,0.27910739947433666,-1.0619416860901785,-1.0703453894942219
S100643,Bangladesh,Business,0.16492767391112226,At Risk,FAIL,At-Risk Students,0.49000857914723317,-1.380934237332811,-1.2368135923723305
S100416,Sri Lanka,Engineering,0.16506497283254207,At Risk,FAIL,At-Risk Students,0.5050729491238682,-1.3907493927556613,-1.3366945140991955
S101406,Sri Lanka,Engineering,0.16691962426960633,At Risk,FAIL,At-Risk Students,0.14352806968461723,-1.0766644192244539,-1.0370517489186002
S0258,USA,Social Sciences,0.1671513388423255,At Risk,FAIL,Moderate Performers,-1.9919386311692522,-0.13220893674780312,-0.2212768228959659
S100613,Nigeria,Engineering,0.17282098937986476,At Risk,FAIL,At-Risk Students,-0.248145549707905,-1.0619416860901785,-1.0079198134149312
S101107,Latvia,Information Systems,0.18494414541433415,At Risk,FAIL,At-Risk Students,-0.2330811797312694,-0.5221081378334154,-0.5293237301403695
S101433,Sri Lanka,Social Sciences,0.1894778615848651,At Risk,FAIL,At-Risk Students,-0.29836011629668974,-0.9343446655931256,-0.8622601358965865
S100078,Kenya,Engineering,0.1930613907349394,At Risk,FAIL,At-Risk Students,-0.15273787318921353,-0.8999916216131497,-0.9205240069039244
S100250,Bangladesh,Information Systems,0.19377361616686764,At Risk,FAIL,At-Risk Students,-0.16780224316584913,-0.752764290270396,-0.6874685228745726
S100049,Vietnam,Social Sciences,0.194221345110604,At Risk,FAIL,At-Risk Students,0.03305602318929061,-0.6840582023104443,-0.6916302279465253
S101228,China,Social Sciences,0.19445294092323404,At Risk,FAIL,At-Risk Students,0.012970196553776634,-0.9637901318616761,-0.9746261728393097
S0143,USA,Business,0.20498562399112774,At Risk,FAIL,Moderate Performers,-2.5707419524908315,0.04534572113177868,-0.24950136547885127
S100609,India,Business,0.21375269323303478,At Risk,FAIL,Strong Achievers,0.05314184982480458,-0.5368308709676908,-0.4960300895647477
S101163,Sri Lanka,Medicine,0.2160543719262497,At Risk,FAIL,At-Risk Students,0.27910739947433666,-0.9637901318616761,-0.9746261728393097
S101280,Kenya,Information Systems,0.21953620484972206,At Risk,FAIL,At-Risk Students,0.028034566530412225,-0.8411006890760483,-0.8206430851770593
S100963,Sri Lanka,Engineering,0.22487364770303042,At Risk,FAIL,Strong Achievers,0.04812039316592575,-0.404326272759213,-0.47522156420498435
S100453,Spain,Humanities,0.2288749110866091,At Risk,FAIL,Strong Achievers,-0.09750184994154999,-0.3797883842020874,-0.4211193982695991
S100701,Canada,Medicine,0.2309862557574852,At Risk,FAIL,Strong Achievers,-0.29333865963781136,-0.747856712558971,-0.7166004583782416
S100755,Vietnam,Humanities,0.2365115785035225,At Risk,FAIL,Strong Achievers,0.06820621980143972,-0.7331339794246956,-0.7124387533062889
S101338,Nigeria,Medicine,0.23813661934433075,At Risk,FAIL,At-Risk Students,-0.34355322622659606,-0.8214703782303477,-0.7415706888099577
S100175,Pakistan,Humanities,0.23848707538800354,At Risk,FAIL,At-Risk Students,0.6707810188668585,-1.1502780848958307,-1.199358246724756
S0257,France,Social Sciences,0.23997941589275265,At Risk,FAIL,Moderate Performers,-2.1279085646362716,-0.019155038802759067,-0.0904209129586319
S101325,Spain,Business,0.2460655744050052,At Risk,FAIL,Strong Achievers,0.25400011617994384,-0.6987809354447198,-0.7041153431623834
S0162,Pakistan,Business,0.2528138589327995,At Risk,FAIL,Moderate Performers,-2.1103113268556775,0.07859014957049293,-0.04348324741484932
S100240,India,Humanities,0.259938075050558,At Risk,FAIL,Strong Achievers,-0.1577593298480919,-0.5908142257933671,-0.5875876011477075
S101187,Sri Lanka,Humanities,0.2611095400196765,At Risk,FAIL,Strong Achievers,0.7561457820677927,-0.9245295101702753,-0.88306866125635
S0213,Latvia,Medicine,0.26699710042677294,At Risk,FAIL,Moderate Performers,-2.1340739160805224,0.012533159322930927,-0.036891356661172756
S101237,Pakistan,Information Systems,0.2679960105051414,At Risk,FAIL,Strong Achievers,-0.08243747996491485,-0.7380415571361207,-0.7207621634501944
S0043,Sri Lanka,Medicine,0.2687216837162603,At Risk,FAIL,Moderate Performers,-2.1942914025428704,-0.1695612776512282,-0.10946685918439925
S100482,India,Engineering,0.3045864338401894,At Risk,FAIL,Strong Achievers,-0.06737310998827925,-0.7723946011160966,-0.7374089837380052
S100462,Kenya,Medicine,0.30803525483326066,At Risk,FAIL,Strong Achievers,-0.3887463361565024,-0.4337717390277637,-0.3586938221903083
S100583,India,Medicine,0.311496753187273,At Risk,FAIL,Strong Achievers,0.04812039316592575,-0.34543534022211153,-0.22135755481586875
S100324,India,Social Sciences,0.3205695328125905,At Risk,FAIL,Strong Achievers,0.40966527260517727,-0.41904900589348837,-0.4502513337732681
S101085,Nigeria,Humanities,0.32590537800857644,At Risk,FAIL,Strong Achievers,0.20378554959115916,-1.0668492638016036,-1.0162432235588366
