student_id,cluster_name,predicted_risk_level,predicted_success_proba,mean_weekly_engagement,attendance_rate,gpa_sem1,country_home,subject_field
S100721,At-Risk Students,High Risk,0.016442579162425863,-1.5822351133444055,-1.7342798325554196,-0.1075447632593072,China,Computer Science
S100354,At-Risk Students,High Risk,0.009262979433762033,-1.5739117032005001,-1.6459434337497674,-0.8005057821845386,Nigeria,Humanities
S101209,At-Risk Students,High Risk,0.010976719132239179,-1.8236140075176628,-1.8962298970324483,-0.15273787318921353,Bangladesh,Social Sciences
S100168,At-Risk Students,High Risk,0.08141030850985476,-1.1078007351417964,-1.2238917505672076,-0.6096904291471561,Pakistan,Humanities
S100925,At-Risk Students,High Risk,0.007794303466215061,-1.7861586618700884,-1.837338964495347,-0.46406818603967986,USA,Engineering
S101424,At-Risk Students,High Risk,0.019892682061346957,-1.5863968184163582,-1.6606661668840428,-0.6599049957359407,India,Engineering
S101149,At-Risk Students,High Risk,0.025874466394396237,-1.199358246724756,-1.2729675276814585,-0.36363905286211,USA,Engineering
S101475,At-Risk Students,High Risk,0.03744659674932338,-1.8277757125896155,-1.9649359849924,-0.04728728335276528,Nigeria,Business
S100432,At-Risk Students,High Risk,0.12343434868875029,-1.0786687996381275,-1.1159250409158548,-0.12763058989482118,Kenya,Engineering
S101358,At-Risk Students,High Risk,0.010944363131878689,-1.315885988739432,-1.4251024367356373,-0.8055272388434169,India,Information Systems
S100210,At-Risk Students,High Risk,0.11951027464268171,-0.8789069561843973,-0.831285533653198,-0.09248039328267162,Canada,Engineering
S100196,At-Risk Students,High Risk,0.006981145547105736,-1.6446606894236961,-1.7293722548439945,-0.8808490887265945,Sri Lanka,Information Systems
S100836,At-Risk Students,High Risk,0.030294971229047955,-1.3075625785955267,-1.33185846021856,-0.09750184994154999,South Korea,Engineering
S100339,At-Risk Students,High Risk,0.02013114860985758,-1.7445416111505614,-1.8962298970324483,-0.017158543399494547,Vietnam,Engineering
S100785,At-Risk Students,High Risk,0.06615407931848272,-0.8081579699612012,-0.8509158444988986,-0.3686605095209884,South Korea,Engineering
S100123,At-Risk Students,High Risk,0.04118808196075079,-1.2701072329479524,-1.376026659621386,-0.33853176956771763,Sri Lanka,Medicine
S100637,At-Risk Students,High Risk,0.01712314769905577,-1.5780734082724528,-1.6459434337497674,-0.5393900359228574,Kenya,Information Systems
S100367,At-Risk Students,High Risk,0.017738154121434997,-1.4615456662577768,-1.5330691463869899,-0.5193042092873434,France,Medicine
S100865,At-Risk Students,High Risk,0.03783466944512829,-1.0703453894942219,-1.1159250409158548,-0.6096904291471561,Bangladesh,Humanities
S100613,At-Risk Students,High Risk,0.17282098937986476,-1.0079198134149312,-1.0619416860901785,-0.248145549707905,Nigeria,Engineering
S100124,At-Risk Students,High Risk,0.026609499545106496,-1.7237330857907978,-1.832431386783922,-0.19793098311911986,Kenya,Computer Science
S100772,At-Risk Students,High Risk,0.008029576291089174,-1.7112479705749397,-1.837338964495347,-1.0917502683994909,Sri Lanka,Business
S101433,At-Risk Students,High Risk,0.1894778615848651,-0.8622601358965865,-0.9343446655931256,-0.29836011629668974,Sri Lanka,Social Sciences
S101251,At-Risk Students,High Risk,0.005877698408366741,-1.7736735466542304,-1.9011374747438734,-1.0917502683994909,Nigeria,Information Systems
S100720,At-Risk Students,High Risk,0.10581008023382954,-0.8622601358965865,-0.909806777036,-0.268231376343419,India,Social Sciences
S100275,At-Risk Students,High Risk,0.012541180368886238,-1.7237330857907978,-1.8422465422067722,-0.46908964269855824,Canada,Humanities
S101406,At-Risk Students,High Risk,0.16691962426960633,-1.0370517489186002,-1.0766644192244539,0.14352806968461723,Sri Lanka,Engineering
S100561,At-Risk Students,High Risk,0.09892581596154072,-1.3907966800345808,-1.5477918795212653,0.304214682768729,China,Business
S101228,At-Risk Students,High Risk,0.19445294092323404,-0.9746261728393097,-0.9637901318616761,0.012970196553776634,China,Social Sciences
S100374,At-Risk Students,High Risk,0.005897644700643928,-1.7570267263664194,-1.7833556096696708,-1.0917502683994909,Kenya,Computer Science
S101247,At-Risk Students,High Risk,0.1527396591527893,-1.5988819336322164,-1.6115903897697916,0.821424718633213,Sri Lanka,Computer Science
S100416,At-Risk Students,High Risk,0.16506497283254207,-1.3366945140991955,-1.3907493927556613,0.5050729491238682,Sri Lanka,Engineering
S101376,At-Risk Students,High Risk,0.007616644599989201,-1.7112479705749397,-1.7588177211125453,-0.8858705453854728,India,Medicine
S101365,At-Risk Students,High Risk,0.02591098414876136,-1.707086265502987,-1.7293722548439945,-0.4741110993574366,Nigeria,Social Sciences
S101245,At-Risk Students,High Risk,0.15269446643104967,-0.7041153431623834,-0.6791506245990193,-0.6548835390770624,Sri Lanka,Engineering
S100244,At-Risk Students,High Risk,0.019619701657343964,-1.4823541916175402,-1.5772373457898157,-0.04728728335276528,China,Medicine
S100964,At-Risk Students,High Risk,0.12611972840583308,-1.1161241452857018,-1.160093240318681,0.37953653265190607,Latvia,Business
S101481,At-Risk Students,High Risk,0.022702098043370682,-1.8360991227335208,-1.9011374747438734,0.002927283236019425,China,Information Systems
S100250,At-Risk Students,High Risk,0.19377361616686764,-0.6874685228745726,-0.752764290270396,-0.16780224316584913,Bangladesh,Information Systems
S100607,At-Risk Students,High Risk,0.04859373323996821,-1.228490182228425,-1.2533372168357582,-0.11256621991818558,South Korea,Information Systems
S100584,At-Risk Students,High Risk,0.08186343446711469,-1.2701072329479524,-1.3907493927556613,-0.13265204655369955,Nigeria,Social Sciences
S101359,At-Risk Students,High Risk,0.026433786226070816,-1.199358246724756,-1.2435220614129079,-0.8205916088200526,South Korea,Social Sciences
S101423,At-Risk Students,High Risk,0.008110980558160638,-1.748703316222514,-1.832431386783922,-0.5092612959695862,Nigeria,Computer Science
S100175,At-Risk Students,High Risk,0.23848707538800354,-1.199358246724756,-1.1502780848958307,0.6707810188668585,Pakistan,Humanities
