Student_ID,Country,Subject,Success_Prob,Success_Label,Pass/Fail,Cluster,GPA,Attendance,Engagement
S100774,Sri Lanka,Information Systems,0.4845162962434886,Success,FAIL,Strong Achievers,0.2590215728388227,-0.630074847484768,-0.608396126507471
S100411,China,Information Systems,0.4525039762439194,Success,FAIL,Strong Achievers,0.2389357462033087,-0.6497051583304685,-0.5875876011477075
S100371,India,Computer Science,0.4523696793612371,Success,FAIL,Strong Achievers,0.324300509404243,-0.5515536041019661,-0.5834258960757548
S100916,Bangladesh,Information Systems,0.451742857910014,Success,FAIL,Strong Achievers,0.1636138963201312,-0.9048991993245749,-0.8372899054648701
S100506,China,Humanities,0.4498741735556829,Success,FAIL,Strong Achievers,0.7511243254089144,-0.41414142818206323,-0.47938326927693686
S0165,Germany,Business,0.4480930567660584,Success,FAIL,Moderate Performers,-1.9271791211767912,0.2484907935103041,0.19311747142915153
S100303,Sri Lanka,Humanities,0.44464182795216106,Success,FAIL,Strong Achievers,0.4498369258762052,-0.4975702492762903,-0.4960300895647477
S100869,South Korea,Medicine,0.4408388090129586,Success,FAIL,Strong Achievers,0.24395720286218708,-0.6840582023104443,-0.6541748822989509
S100842,Vietnam,Computer Science,0.42695522200364466,Success,FAIL,Strong Achievers,0.43979401255844797,-0.9736052872845263,-0.941332532263688
S100838,Nigeria,Social Sciences,0.41156573954132136,Success,FAIL,Strong Achievers,0.2138284629089159,-0.43867931673918886,-0.4003108729098355
S101164,Ghana,Social Sciences,0.39623132961233987,Success,FAIL,Strong Achievers,-0.2381026363901478,-0.3356201847992613,-0.3961491678378828
S100780,Spain,Humanities,0.3883492796870633,Success,FAIL,Strong Achievers,-0.3284888562499609,-0.02153521126805352,-0.05072764686580765
S100530,Italy,Engineering,0.38507128527950435,Success,FAIL,Strong Achievers,-0.4741110993574366,-0.10005645465085547,-0.07569787729752395
S0118,Sri Lanka,Engineering,0.3846318905685753,Success,FAIL,Moderate Performers,-2.0770515110582517,0.3421351307598712,0.28110341951549245
S100185,Nigeria,Information Systems,0.3756209184363815,Success,FAIL,Strong Achievers,0.6908668455023724,-0.9932355981302268,-0.9538176474795461
S100757,Ghana,Social Sciences,0.37500245980966185,Success,FAIL,Strong Achievers,0.5703518856892886,-0.6251672697733429,-0.6125578315794238
S101172,Ghana,Social Sciences,0.3688178645482259,Success,FAIL,Strong Achievers,0.25400011617994384,-1.0913871523587293,-0.9912729931271206
S101272,Latvia,Social Sciences,0.3647882345250047,Success,FAIL,Strong Achievers,0.19876409293228076,-0.23256105285933376,-0.22135755481586875
S100065,Kenya,Business,0.3626631150709164,Success,FAIL,Strong Achievers,0.6055020823014382,-0.5319232932562656,-0.5251620250684167
S101091,USA,Medicine,0.33075037441281374,Success,FAIL,Strong Achievers,-0.5845831458527637,-0.17367012032223228,-0.1173149280170511
S100462,Kenya,Medicine,0.3300319606448495,Success,FAIL,Strong Achievers,-0.3887463361565024,-0.4337717390277637,-0.3586938221903083
