student_id,institution,country_host,week_index,semester_index,weekly_engagement,weekly_attendance,weekly_assignments_submitted,weekly_quiz_attempts
S0002,Latvia_Uni_A,Latvia,16,1,0.4510291770956014,0.8573051498509731,1,1
S0002,Latvia_Uni_A,Latvia,17,2,0.32451734249543485,0.6768026550099411,0,0
S0002,Latvia_Uni_A,Latvia,18,2,0.3983312599761855,0.5897669925420166,0,2
S0002,Latvia_Uni_A,Latvia,19,2,0.5750074539971797,0.7299896801203338,0,0
S0002,Latvia_Uni_A,Latvia,20,2,0.5486106633854902,0.7234328287487639,2,1
S0002,Latvia_Uni_A,Latvia,21,2,0.5462996342066725,0.8039894458203704,1,2
S0002,Latvia_Uni_A,Latvia,22,2,0.4203130572977435,0.7168987653659341,1,1
S0002,Latvia_Uni_A,Latvia,23,2,0.435823191563442,0.681120103485282,3,0
S0002,Latvia_Uni_A,Latvia,24,2,0.4574380358305346,0.7691957604142952,3,1
S0002,Latvia_Uni_A,Latvia,25,2,0.3294559460490341,0.4397016933734098,2,0
S0002,Latvia_Uni_A,Latvia,26,2,0.685506984342663,0.7100876023839802,0,0
S0002,Latvia_Uni_A,Latvia,27,2,0.6360008969266553,0.6053731275461818,2,0
S0002,Latvia_Uni_A,Latvia,28,2,0.4975139296579528,0.7641389020773302,3,0
S0002,Latvia_Uni_A,Latvia,29,2,0.41576939468561824,0.6797942247962382,2,1
S0002,Latvia_Uni_A,Latvia,30,2,0.650097948388603,0.5804692081244224,0,0
S0002,Latvia_Uni_A,Latvia,31,2,0.4672717440903592,0.7758172908345292,2,0
S0002,Latvia_Uni_A,Latvia,32,2,0.5655587745303415,0.614383344573321,1,1
S0003,Latvia_Uni_A,Latvia,1,1,0.4977623056296726,0.694177886740749,0,0
S0003,Latvia_Uni_A,Latvia,2,1,0.3655586594948439,0.8992899293844951,1,0
S0003,Latvia_Uni_A,Latvia,3,1,0.3856605862317207,0.7142362917253177,2,2
S0003,Latvia_Uni_A,Latvia,4,1,0.6426399389120299,0.8664748314263425,2,1
S0003,Latvia_Uni_A,Latvia,5,1,0.5110813870506273,0.7523818578420909,0,0
S0003,Latvia_Uni_A,Latvia,6,1,0.712674455369954,0.7483834758686833,3,2
S0003,Latvia_Uni_A,Latvia,7,1,0.5066476669252874,0.652553289698134,0,0
S0003,Latvia_Uni_A,Latvia,8,1,0.4868630765615587,0.7598324961250517,1,0
S0003,Latvia_Uni_A,Latvia,9,1,0.5338244902163787,0.7263515699766594,2,2
S0003,Latvia_Uni_A,Latvia,10,1,0.5136488693338735,0.7678864466362766,1,3
S0003,Latvia_Uni_A,Latvia,11,1,0.7258233704783137,0.7468265214357198,2,0
S0003,Latvia_Uni_A,Latvia,12,1,0.5707214774775324,0.7625320668546207,2,1
S0003,Latvia_Uni_A,Latvia,13,1,0.7710046748432462,0.7070481404533212,2,0
S0003,Latvia_Uni_A,Latvia,14,1,0.7351335072668532,0.5741990795938932,0,1
S0003,Latvia_Uni_A,Latvia,15,1,0.7094825748307141,0.5090269163757595,1,1
S0003,Latvia_Uni_A,Latvia,16,1,0.8086298530767102,0.6512704966083823,3,0
S0003,Latvia_Uni_A,Latvia,17,2,0.7156225290885697,0.6261914180744943,1,1
S0003,Latvia_Uni_A,Latvia,18,2,0.6402102851225171,0.7551185622122775,0,0
S0003,Latvia_Uni_A,Latvia,19,2,0.4803159382707976,0.6139913482857134,2,0
S0003,Latvia_Uni_A,Latvia,20,2,0.48193958074112764,0.6943280092171756,2,2
S0003,Latvia_Uni_A,Latvia,21,2,0.5190490051436585,0.716537063681773,2,1
S0003,Latvia_Uni_A,Latvia,22,2,0.42063132270400755,0.5893904785295763,1,2
S0003,Latvia_Uni_A,Latvia,23,2,0.48756281868581675,0.5204645752028021,1,0
S0003,Latvia_Uni_A,Latvia,24,2,0.5395754855217331,0.6467046397057726,2,1
S0003,Latvia_Uni_A,Latvia,25,2,0.7755138254064005,0.5242075427530338,2,1
S0003,Latvia_Uni_A,Latvia,26,2,0.37846889026073416,0.6148061258123816,2,1
S0003,Latvia_Uni_A,Latvia,27,2,0.3637117049753404,0.7562635870889006,0,2
S0003,Latvia_Uni_A,Latvia,28,2,0.5321972371958588,0.7331491796929713,1,1
S0003,Latvia_Uni_A,Latvia,29,2,0.6145909310942353,0.7405733673359843,3,2
S0003,Latvia_Uni_A,Latvia,30,2,0.41699865460276814,0.5035571573401546,1,1
S0003,Latvia_Uni_A,Latvia,31,2,0.663778425119885,0.6182570750775758,0,0
S0003,Latvia_Uni_A,Latvia,32,2,0.5460815220214046,0.6693477629853254,2,2
S0004,Latvia_Uni_A,Latvia,1,1,0.719948388702264,0.5410597489732756,0,0
S0004,Latvia_Uni_A,Latvia,2,1,0.3628412230051868,0.9182672409700149,2,0
S0004,Latvia_Uni_A,Latvia,3,1,0.6359992757785423,0.8804585708096757,4,1
S0004,Latvia_Uni_A,Latvia,4,1,0.7165731889223169,0.6841032875162518,2,1
S0004,Latvia_Uni_A,Latvia,5,1,0.9083923675683232,0.6816552382984717,2,1
S0004,Latvia_Uni_A,Latvia,6,1,0.6408003384154118,0.7615090184332706,3,1
S0004,Latvia_Uni_A,Latvia,7,1,0.5886952657724966,0.6297986448776745,1,1
S0004,Latvia_Uni_A,Latvia,8,1,0.6052684726217253,0.7310326204632225,2,2
S0004,Latvia_Uni_A,Latvia,9,1,0.7821250515132362,0.8422615511142736,1,0
S0004,Latvia_Uni_A,Latvia,10,1,0.5622383077118492,0.7254801249316396,0,1
S0004,Latvia_Uni_A,Latvia,11,1,0.5109721471732154,0.7020716389943812,2,0
S0004,Latvia_Uni_A,Latvia,12,1,0.6945668370626232,0.9069029113338414,0,2
S0004,Latvia_Uni_A,Latvia,13,1,0.450838576732551,0.49655548474655425,2,1
S0004,Latvia_Uni_A,Latvia,14,1,0.4942161226156562,0.8027372071606389,0,0
S0004,Latvia_Uni_A,Latvia,15,1,0.5513321638966566,0.8656078103738146,0,0
S0004,Latvia_Uni_A,Latvia,16,1,0.6909764327665553,0.776440238106384,2,1
S0004,Latvia_Uni_A,Latvia,17,2,0.5102975809636121,0.6632245335880692,1,1
S0004,Latvia_Uni_A,Latvia,18,2,0.9083066556884515,0.7176605333907549,2,0
S0004,Latvia_Uni_A,Latvia,19,2,0.6657062642526145,0.9568210100208758,2,1
S0004,Latvia_Uni_A,Latvia,20,2,0.5694022896640636,0.7528668395562925,1,4
S0004,Latvia_Uni_A,Latvia,21,2,0.6067105304860586,0.8774477074027033,1,0
S0004,Latvia_Uni_A,Latvia,22,2,0.9460932569998004,0.7899195859147967,1,3
S0004,Latvia_Uni_A,Latvia,23,2,0.6390886346165615,0.7811759112873093,3,1
S0004,Latvia_Uni_A,Latvia,24,2,0.665241848603726,0.7034214685321437,2,4
S0004,Latvia_Uni_A,Latvia,25,2,0.7581408333131051,0.724275320633966,1,1
S0004,Latvia_Uni_A,Latvia,26,2,0.5622513088358699,0.9001841963647468,1,2
S0004,Latvia_Uni_A,Latvia,27,2,0.6716652845374913,0.7788742007598535,1,1
S0004,Latvia_Uni_A,Latvia,28,2,0.7418974266645559,0.8807315425603952,1,1
S0004,Latvia_Uni_A,Latvia,29,2,0.7698916058504803,0.8901615866712376,3,0
S0004,Latvia_Uni_A,Latvia,30,2,0.6292508945956514,0.517197506258515,1,0
S0004,Latvia_Uni_A,Latvia,31,2,0.5296725848480508,0.6840556594757671,1,1
S0004,Latvia_Uni_A,Latvia,32,2,0.7798699557160409,0.8007328622341614,2,1
S0005,Latvia_Uni_A,Latvia,1,1,0.6805723169119944,0.9108932162345907,1,1
S0005,Latvia_Uni_A,Latvia,2,1,0.5596413636324518,0.8412688771028665,1,4
S0005,Latvia_Uni_A,Latvia,3,1,0.8225489817253878,0.8033377891592268,1,2
S0005,Latvia_Uni_A,Latvia,4,1,0.8240213260745223,0.8916740419261296,0,2
S0005,Latvia_Uni_A,Latvia,5,1,0.7729908524788799,0.7406065659720448,6,1
S0005,Latvia_Uni_A,Latvia,6,1,0.8744466724192549,0.7081962277764251,0,0
S0005,Latvia_Uni_A,Latvia,7,1,0.8081923312413879,0.7444637325901572,1,1
S0005,Latvia_Uni_A,Latvia,8,1,0.9014195495278863,0.7836537358571853,3,0
S0005,Latvia_Uni_A,Latvia,9,1,0.873293839133693,0.8569406189404135,5,1
S0005,Latvia_Uni_A,Latvia,10,1,0.8759259750271486,0.8041619678727938,2,0
S0005,Latvia_Uni_A,Latvia,11,1,0.9224744672734306,0.7142671689094433,1,0
S0005,Latvia_Uni_A,Latvia,12,1,0.6378300964412027,0.655344389902115,1,2
S0005,Latvia_Uni_A,Latvia,13,1,0.6031808302217416,0.9471444598605294,3,1
S0005,Latvia_Uni_A,Latvia,14,1,0.7223896687122454,0.8653574408341766,2,0
S0005,Latvia_Uni_A,Latvia,15,1,0.8071624817002844,0.7863981673703946,2,4
S0005,Latvia_Uni_A,Latvia,16,1,0.681411075720076,0.9907626448118565,1,1
S0005,Latvia_Uni_A,Latvia,17,2,0.6795787747693693,0.869004522098001,2,1
S0005,Latvia_Uni_A,Latvia,18,2,0.5661790362196386,0.9030621302918053,1,1
S0005,Latvia_Uni_A,Latvia,19,2,0.878101488487963,0.937122303668789,1,0
S0005,Latvia_Uni_A,Latvia,20,2,0.6339862750506673,0.7969510901092539,3,1
S0005,Latvia_Uni_A,Latvia,21,2,0.7749228842159743,0.9169013689755022,3,5
S0005,Latvia_Uni_A,Latvia,22,2,0.9696732091076306,0.9869281191166238,0,2
S0005,Latvia_Uni_A,Latvia,23,2,0.8259135165300636,0.8320004119811856,2,3
S0005,Latvia_Uni_A,Latvia,24,2,0.7656739723913052,0.930487489600476,2,2
S0005,Latvia_Uni_A,Latvia,25,2,0.5693411628613898,0.8753702746823647,2,2
S0005,Latvia_Uni_A,Latvia,26,2,0.6999027591394393,0.8662668030019218,0,0
S0005,Latvia_Uni_A,Latvia,27,2,0.7970898118245976,0.8124164921160003,2,0
S0005,Latvia_Uni_A,Latvia,28,2,0.7690250423434458,0.8854224466916778,0,0
S0005,Latvia_Uni_A,Latvia,29,2,0.6849716835417516,0.8356083793129715,3,2
S0005,Latvia_Uni_A,Latvia,30,2,0.503839501144246,0.8927136650182043,1,0
S0005,Latvia_Uni_A,Latvia,31,2,0.6878218230969931,0.9608975389555559,2,2
S0005,Latvia_Uni_A,Latvia,32,2,0.905333588982372,0.7259862419207853,2,1
S0006,Latvia_Uni_A,Latvia,1,1,0.5404342954175749,0.5570301318410125,0,0
S0006,Latvia_Uni_A,Latvia,2,1,0.5396995490934593,0.5035962722726699,1,3
S0006,Latvia_Uni_A,Latvia,3,1,0.47793917022784294,0.7412130693213677,0,1
S0006,Latvia_Uni_A,Latvia,4,1,0.8822194612236032,0.7437238959910837,2,0
S0006,Latvia_Uni_A,Latvia,5,1,0.4888180672464467,0.7497502282523594,1,0
S0006,Latvia_Uni_A,Latvia,6,1,0.4737819062159586,0.7178741756469701,3,0
S0006,Latvia_Uni_A,Latvia,7,1,0.6270375748851389,0.6661296733749473,1,1
S0006,Latvia_Uni_A,Latvia,8,1,0.8114139222995331,0.7817767778047424,3,1
S0006,Latvia_Uni_A,Latvia,9,1,0.6077203113492041,0.8409987520354488,2,2
S0006,Latvia_Uni_A,Latvia,10,1,0.47018715777892955,0.6930543811809436,3,1
S0006,Latvia_Uni_A,Latvia,11,1,0.4586370409431918,0.8024119437382392,1,0
S0006,Latvia_Uni_A,Latvia,12,1,0.563091122912547,0.5791257975478067,3,0
S0006,Latvia_Uni_A,Latvia,13,1,0.4065594840358919,0.9461579151885792,4,0
S0006,Latvia_Uni_A,Latvia,14,1,0.6900360964152652,0.7639116653782341,0,2
S0006,Latvia_Uni_A,Latvia,15,1,0.6421713680623253,0.6774231768273848,1,0
S0006,Latvia_Uni_A,Latvia,16,1,0.5909098188843751,0.863257106861502,0,2
S0006,Latvia_Uni_A,Latvia,17,2,0.6818281914480009,0.5220128270577555,0,2
S0006,Latvia_Uni_A,Latvia,18,2,0.3886145303168398,0.8120668836734175,1,2
S0006,Latvia_Uni_A,Latvia,19,2,0.29255740468175023,0.7214015941601858,2,2
S0006,Latvia_Uni_A,Latvia,20,2,0.6456257886015526,0.8182342964242536,3,1
S0006,Latvia_Uni_A,Latvia,21,2,0.5047506138417903,0.6408893934890229,0,2
S0006,Latvia_Uni_A,Latvia,22,2,0.5282663906709786,0.5924887184823523,2,0
S0006,Latvia_Uni_A,Latvia,23,2,0.5606974186379001,0.741237694117699,2,1
S0006,Latvia_Uni_A,Latvia,24,2,0.6769582454118505,0.5919936122230125,0,2
S0006,Latvia_Uni_A,Latvia,25,2,0.4691240321198519,0.8873873403222442,1,4
S0006,Latvia_Uni_A,Latvia,26,2,0.6595321708970441,0.7267462804806708,1,3
S0006,Latvia_Uni_A,Latvia,27,2,0.4132251356079901,0.8590967901637527,1,2
S0006,Latvia_Uni_A,Latvia,28,2,0.5362797058121893,0.7288604459659136,5,0
S0006,Latvia_Uni_A,Latvia,29,2,0.6696067227213499,0.7529792354697038,3,0
S0006,Latvia_Uni_A,Latvia,30,2,0.5232076884892841,0.6975421096937123,1,1
S0006,Latvia_Uni_A,Latvia,31,2,0.4250092254685916,0.4806451935751941,0,1
S0006,Latvia_Uni_A,Latvia,32,2,0.5643395624855908,0.6259726176150647,2,1
S0007,Latvia_Uni_A,Latvia,1,1,0.6997644422148231,0.7482285059306117,3,0
S0007,Latvia_Uni_A,Latvia,2,1,0.7087724319368448,0.8356522662531913,0,0
S0007,Latvia_Uni_A,Latvia,3,1,0.6012391169530998,0.8490022352334495,2,1
S0007,Latvia_Uni_A,Latvia,4,1,0.5490423442908732,0.8030168286652882,0,1
S0007,Latvia_Uni_A,Latvia,5,1,0.8282868238432315,0.8383710078831181,1,1
S0007,Latvia_Uni_A,Latvia,6,1,0.7072635847751643,0.9471359376520253,1,4
S0007,Latvia_Uni_A,Latvia,7,1,0.6398785087018756,0.6834192580383617,0,0
S0007,Latvia_Uni_A,Latvia,8,1,0.6596234521737262,0.9054967823584142,1,0
S0007,Latvia_Uni_A,Latvia,9,1,0.5852126808236773,0.7318698694643334,1,1
S0007,Latvia_Uni_A,Latvia,10,1,0.6170754462894024,0.7270816505838003,2,1
S0007,Latvia_Uni_A,Latvia,11,1,0.71604980804222,0.9165764937009097,3,2
S0007,Latvia_Uni_A,Latvia,12,1,0.4967945264295567,0.6739459121048649,3,0
S0007,Latvia_Uni_A,Latvia,13,1,0.5078103234503719,0.8785711748722564,2,1
S0007,Latvia_Uni_A,Latvia,14,1,0.6520330563959823,0.7433034914787051,2,0
S0007,Latvia_Uni_A,Latvia,15,1,0.5702583324867335,0.8123136781411912,3,1
S0007,Latvia_Uni_A,Latvia,16,1,0.3889858108186364,0.7462399678552215,0,1
S0007,Latvia_Uni_A,Latvia,17,2,0.7730925659610773,0.8725792996620487,1,0
S0007,Latvia_Uni_A,Latvia,18,2,0.766850126908601,0.7275377842475097,3,0
S0007,Latvia_Uni_A,Latvia,19,2,0.6343578081013472,0.7553873832055669,1,1
S0007,Latvia_Uni_A,Latvia,20,2,0.826463309051174,0.8000860822486071,3,2
S0007,Latvia_Uni_A,Latvia,21,2,0.6723892295033989,0.5493154002239904,1,2
S0007,Latvia_Uni_A,Latvia,22,2,0.5848869899584945,0.839566434058926,0,1
S0007,Latvia_Uni_A,Latvia,23,2,0.7547271164593371,0.8081922551558426,2,1
S0007,Latvia_Uni_A,Latvia,24,2,0.7036846291593105,0.7846074803166757,2,1
S0007,Latvia_Uni_A,Latvia,25,2,0.6562900137439217,0.7892906071689334,1,3
S0007,Latvia_Uni_A,Latvia,26,2,0.6751409468315546,0.7730996504928734,1,1
S0007,Latvia_Uni_A,Latvia,27,2,0.6597650880058695,0.648141281991675,2,1
S0007,Latvia_Uni_A,Latvia,28,2,0.5768822723729266,0.7401241819844273,3,0
S0007,Latvia_Uni_A,Latvia,29,2,0.598115185233093,0.7454364142735667,4,1
S0007,Latvia_Uni_A,Latvia,30,2,0.4359760461804158,1.0,0,2
S0007,Latvia_Uni_A,Latvia,31,2,0.641333908696232,0.6915218975499784,3,1
S0007,Latvia_Uni_A,Latvia,32,2,0.7192029017499432,0.9037880239454533,0,0
S0008,Latvia_Uni_A,Latvia,1,1,0.39331476706006807,0.6700362767057135,1,1
S0008,Latvia_Uni_A,Latvia,2,1,0.3707671307207096,0.7622992119237957,1,0
S0008,Latvia_Uni_A,Latvia,3,1,0.31629094087549503,0.6085543819417896,0,0
S0008,Latvia_Uni_A,Latvia,4,1,0.19847437228938453,0.4929249475042336,0,2
S0008,Latvia_Uni_A,Latvia,5,1,0.5024140255925077,0.6619816824218054,0,0
S0008,Latvia_Uni_A,Latvia,6,1,0.47965524932964604,0.5144068424983527,1,0
S0008,Latvia_Uni_A,Latvia,7,1,0.39387107450528247,0.49752426637786207,2,0
S0008,Latvia_Uni_A,Latvia,8,1,0.5348037698426821,0.7700135088571987,3,0
S0008,Latvia_Uni_A,Latvia,9,1,0.23475242375042407,0.3934506924176986,1,1
S0008,Latvia_Uni_A,Latvia,10,1,0.33357909220265547,0.5624050213664067,2,4
S0008,Latvia_Uni_A,Latvia,11,1,0.33028659189092247,0.750820908957298,3,0
S0008,Latvia_Uni_A,Latvia,12,1,0.39928248753455037,0.5931175171047329,1,0
S0008,Latvia_Uni_A,Latvia,13,1,0.40809208124326507,0.5249506619761158,1,0
S0008,Latvia_Uni_A,Latvia,14,1,0.4194627367229823,0.6624477132730767,1,1
S0008,Latvia_Uni_A,Latvia,15,1,0.5774945304727459,0.6524412370454624,3,0
S0008,Latvia_Uni_A,Latvia,16,1,0.33504673615862507,0.5050343059343687,1,1
S0008,Latvia_Uni_A,Latvia,17,2,0.166623559588726,0.5845466181773128,0,1
S0008,Latvia_Uni_A,Latvia,18,2,0.1361467391752394,0.4294555332324645,0,0
S0008,Latvia_Uni_A,Latvia,19,2,0.21206727103986867,0.330674288588921,2,0
S0008,Latvia_Uni_A,Latvia,20,2,0.5118606048246066,0.4649957963772873,0,1
S0008,Latvia_Uni_A,Latvia,21,2,0.2439065495258545,0.7959062799221239,1,1
S0008,Latvia_Uni_A,Latvia,22,2,0.5575099562293159,0.660922974414613,2,1
S0008,Latvia_Uni_A,Latvia,23,2,0.44403777343679146,0.47515979354770627,2,0
S0008,Latvia_Uni_A,Latvia,24,2,0.2583140323961234,0.45148210592213134,1,0
S0008,Latvia_Uni_A,Latvia,25,2,0.4917434962220038,0.6031675198107764,3,1
S0008,Latvia_Uni_A,Latvia,26,2,0.28295143517096827,0.4441424276829507,1,1
S0008,Latvia_Uni_A,Latvia,27,2,0.25146759641859523,0.42812460802639757,0,0
S0008,Latvia_Uni_A,Latvia,28,2,0.32703587666229256,0.36324241479901354,0,1
S0008,Latvia_Uni_A,Latvia,29,2,0.4340852006912848,0.5205918305124029,1,1
S0008,Latvia_Uni_A,Latvia,30,2,0.17675996557681592,0.5349219358387902,0,1
S0008,Latvia_Uni_A,Latvia,31,2,0.5094806327786925,0.4943767256966715,1,1
S0008,Latvia_Uni_A,Latvia,32,2,0.40205916043911094,0.6627796737437295,1,0
S0009,Latvia_Uni_A,Latvia,1,1,0.5253238840346129,0.9459004034078999,0,0
S0009,Latvia_Uni_A,Latvia,2,1,0.6309887127275081,0.7484012242607447,3,2
S0009,Latvia_Uni_A,Latvia,3,1,0.7646775488031349,1.0,0,1
S0009,Latvia_Uni_A,Latvia,4,1,0.7715268784421941,0.9198199520708024,1,2
S0009,Latvia_Uni_A,Latvia,5,1,0.8868068726503255,0.8351277815992879,1,1
S0009,Latvia_Uni_A,Latvia,6,1,0.6340556565435094,0.7783828627194861,2,0
S0009,Latvia_Uni_A,Latvia,7,1,0.6758828934387225,0.8805680180551781,3,0
S0009,Latvia_Uni_A,Latvia,8,1,0.8251128752009331,0.8216427482609026,2,2
S0009,Latvia_Uni_A,Latvia,9,1,0.7327321512078058,0.6855986701304461,2,2
S0009,Latvia_Uni_A,Latvia,10,1,0.7272823632065625,0.9147038354744047,0,2
S0009,Latvia_Uni_A,Latvia,11,1,0.6789666620904892,0.7890616216379831,0,2
S0009,Latvia_Uni_A,Latvia,12,1,0.9666426922524514,0.7226731765367554,0,4
S0009,Latvia_Uni_A,Latvia,13,1,0.5916524785656485,0.8722571776829476,2,0
S0009,Latvia_Uni_A,Latvia,14,1,0.8616260281310442,1.0,2,1
S0009,Latvia_Uni_A,Latvia,15,1,0.7516566466048171,0.859845759917525,2,2
S0009,Latvia_Uni_A,Latvia,16,1,0.7081994075965315,0.6054214781102325,2,2
S0009,Latvia_Uni_A,Latvia,17,2,0.6513055287753842,0.7883556020519411,1,2
S0009,Latvia_Uni_A,Latvia,18,2,0.8389370097210292,0.7862644366903779,3,1
S0009,Latvia_Uni_A,Latvia,19,2,0.6633856262674669,0.8495424335494667,0,1
S0009,Latvia_Uni_A,Latvia,20,2,0.6580362730850183,0.9071795920436772,3,0
S0009,Latvia_Uni_A,Latvia,21,2,0.7808086439023438,0.8473846461561426,4,3
S0009,Latvia_Uni_A,Latvia,22,2,0.5145542754473952,0.6017273472088777,2,1
S0009,Latvia_Uni_A,Latvia,23,2,0.6549003196288034,0.8203731397317667,2,1
S0009,Latvia_Uni_A,Latvia,24,2,0.7426567060070264,0.8611244097395234,1,2
S0009,Latvia_Uni_A,Latvia,25,2,0.6548240885295883,0.9102322477902973,1,2
S0009,Latvia_Uni_A,Latvia,26,2,0.49291569570074,0.7997997236112946,1,0
S0009,Latvia_Uni_A,Latvia,27,2,0.8331766129801031,1.0,1,0
S0009,Latvia_Uni_A,Latvia,28,2,0.8072562630106537,0.7644933367701434,0,3
S0009,Latvia_Uni_A,Latvia,29,2,0.6078573258404052,0.8532633662356612,0,4
S0009,Latvia_Uni_A,Latvia,30,2,0.39475182678336557,0.8972139999152735,1,3
S0009,Latvia_Uni_A,Latvia,31,2,0.9126130929019115,0.9609179133205875,2,1
S0009,Latvia_Uni_A,Latvia,32,2,0.6883491503214132,0.589151074472214,4,1
S0010,Latvia_Uni_A,Latvia,1,1,0.45653998143170177,0.762632736365832,0,2
S0010,Latvia_Uni_A,Latvia,2,1,0.4247298411294815,0.6361172198808648,1,1
S0010,Latvia_Uni_A,Latvia,3,1,0.5028656682253907,0.6427433686876379,3,1
S0010,Latvia_Uni_A,Latvia,4,1,0.35972843637022445,0.7484865866917179,0,2
S0010,Latvia_Uni_A,Latvia,5,1,0.5449102436712923,0.6420007380563124,3,1
S0010,Latvia_Uni_A,Latvia,6,1,0.5636439548794983,0.6591789565230964,1,0
S0010,Latvia_Uni_A,Latvia,7,1,0.5974963536952956,0.8127185626036375,2,0
S0010,Latvia_Uni_A,Latvia,8,1,0.6537866046863251,0.7248635241379757,4,1
S0010,Latvia_Uni_A,Latvia,9,1,0.3655624940824296,0.5961048460149464,2,0
S0010,Latvia_Uni_A,Latvia,10,1,0.48220513566852474,0.8132808206221654,0,0
S0010,Latvia_Uni_A,Latvia,11,1,0.47765025742282113,0.6501025696324426,0,2
S0010,Latvia_Uni_A,Latvia,12,1,0.6245831105391463,0.6235116876182731,1,1
S0010,Latvia_Uni_A,Latvia,13,1,0.3351177546080564,0.6524574838485869,1,1
S0010,Latvia_Uni_A,Latvia,14,1,0.4855610796009217,0.639278552775655,2,1
S0010,Latvia_Uni_A,Latvia,15,1,0.5100797319525957,0.7233427669223239,0,2
