student_id,institution,program_id,country_home,country_host,cohort_year,subject_field,study_level,study_mode,gender,age,marital_status,language_proficiency,teaching_style_difference,cultural_distance,support_program,participates_in_buddy_program,participates_in_language_course,works_while_studying,work_hours_per_week,scholarship_status,entry_gpa,gpa_sem1,gpa_sem2,gpa_prev,credits_attempted_sem1,credits_earned_sem1,credits_attempted_sem2,credits_earned_sem2,failed_courses_sem1,failed_courses_sem2,attendance_rate,mean_weekly_engagement,std_weekly_engagement,low_engagement_weeks,engagement_trend,avg_assignment_score,avg_exam_score,late_submission_rate,missing_assignments_count,final_gpa_sem3_or_year,success_label,risk_level
SYN0011,Latvia_Uni_C,PRG_567,Nigeria,Latvia,2020,Computer Science,Bachelor,Full-time,Male,21,Single,4,0.3687025691504302,0.6,Mentoring,0,1,1,18,None,6.5143063321735575,4.753723693925623,5.364885197484003,5.154457707770472,30,18,30,18,2,2,0.5513941339309331,0.68421765659125,0.11667739971241219,0,0.0003578612234282666,81.63512549943427,68.94553303166927,0.22820936972598058,5,4.512913149954194,0,Medium
SYN0012,Latvia_Uni_C,PRG_831,Kenya,Latvia,2021,Medicine,Master,Full-time,Male,24,Married,4,0.6756275132757323,0.75,None,0,0,1,15,None,6.296522338392626,3.452122338409383,3.0831959385897263,3.810796883745267,30,18,30,18,2,2,0.48412432072723577,0.6153143692199243,0.10622956569037895,0,-0.004349987423709078,64.5269263652157,69.11598241783916,0.480796080294013,14,3.4863137843527934,0,Medium
SYN0013,Latvia_Uni_A,PRG_174,China,Latvia,2018,Computer Science,Master,Full-time,Male,23,Single,5,0.8385109338007454,0.75,None,0,1,0,0,Partial,5.368554555237031,3.4902237489988996,4.560194734562532,4.9575460246910295,30,18,30,18,2,2,0.41189363838022575,0.4903200313352338,0.10145843650140995,0,-0.0027476359218054735,55.99274748290649,50.573677944504105,0.6010724938837075,8,4.247525769097398,1,Medium
SYN0014,Latvia_Uni_C,PRG_103,Indonesia,Latvia,2022,Engineering,Master,Full-time,Male,19,Single,4,0.14107792259075833,0.6,Mentoring,0,0,0,0,Partial,6.842814820905197,5.885201451554269,7.6245486014424,6.1385434524989435,30,21,30,25,1,1,0.6323086945591143,0.7306772614446781,0.10809348741104044,0,0.002678027066547813,69.30013054883379,47.15532409209683,0.15243245873065264,0,6.7529251646769675,1,Medium
SYN0015,Latvia_Uni_B,PRG_946,Bangladesh,Latvia,2020,Computer Science,Master,Full-time,Male,19,Married,3,0.09255162093320382,0.9,None,0,0,0,0,None,6.854638699931984,4.737618801655076,5.947008110051685,5.546760000353372,30,18,30,18,2,2,0.6359906488832856,0.7727525872361982,0.09189202695193041,0,-0.0017869991591526397,74.02409057228164,49.62323965706833,0.4441282711909087,11,5.004979640732056,0,Medium
SYN0016,Latvia_Uni_A,PRG_745,Kenya,Latvia,2021,Medicine,Bachelor,Full-time,Female,19,Married,1,0.303794297898637,0.75,None,1,1,1,25,None,7.494230319784261,2.2160333237239875,2.4711328695349266,2.3565827828672834,30,18,30,18,2,2,0.41632734363459445,0.597341591080375,0.11035348137536077,0,0.0016261563637173114,68.95084284689673,43.46185236474357,0.3262404509157097,6,2.407031989631837,0,High
SYN0017,Latvia_Uni_B,PRG_217,Bangladesh,Latvia,2021,Engineering,Bachelor,Full-time,Female,32,Single,3,0.15311870271112404,0.3,None,0,0,0,0,None,6.949279039451146,4.049908160109475,5.908371669818632,5.210284411170523,30,18,30,18,2,2,0.8953916964879608,0.9138051086600242,0.06877641516471786,0,-0.0002473187285334082,69.71601626562584,80.49457673372072,0.394586255873073,9,5.256894997237285,1,Low
SYN0018,Latvia_Uni_B,PRG_980,Indonesia,Latvia,2021,Medicine,Bachelor,Full-time,Male,27,Single,4,0.2506678646120955,0.75,None,1,0,1,15,Partial,4.514293336610505,3.1430515472475453,3.7040956304013855,3.5901116742838384,30,18,30,18,2,2,0.6932226517091519,0.6757033597642587,0.08600856703288247,0,-0.00053886441096239,44.16009258290611,38.311505346265314,0.37620278496037396,6,3.7133834425383014,1,Medium
SYN0019,Latvia_Uni_B,PRG_705,Vietnam,Latvia,2021,Medicine,Bachelor,Full-time,Female,21,Single,3,0.24569702888158673,0.3,Mentoring,0,0,0,0,None,5.640954623074685,4.505991982913012,5.344857558397737,4.805998341639137,30,18,30,18,2,2,0.5122027187025603,0.5173817387996945,0.10599526275385013,0,-0.0002981642805934712,64.4311669034201,68.8256378109257,0.39707631800250254,5,4.68200763199936,0,Medium
SYN0020,Latvia_Uni_B,PRG_603,Bangladesh,Latvia,2021,Engineering,Bachelor,Full-time,Male,27,Single,2,0.4550313327690343,0.75,Mentoring,0,0,1,15,Full,6.916557858908364,4.047602448188069,4.254492619984768,4.474029580996476,30,18,30,18,2,2,0.44539924315658314,0.5852321981683344,0.10450344758941578,0,-0.002043240121442785,70.40211888219659,59.10525010524357,0.3444705664550315,6,4.173774254181544,0,Medium
SYN0021,Latvia_Uni_A,PRG_673,Bangladesh,Latvia,2022,Medicine,Master,Full-time,Male,22,Single,4,0.2649245606410619,0.6,StudySkills,0,0,0,0,None,4.411792108235996,4.184428766392495,4.376670647441589,4.861440777667186,30,18,30,18,2,2,0.5404471047886373,0.4344983959779122,0.09187648380453986,1,-0.0013499803183258691,43.9746826402295,38.9468215996642,0.4588183425849039,9,4.637643635976752,0,Medium
SYN0022,Latvia_Uni_A,PRG_540,India,Latvia,2020,Computer Science,Master,Full-time,Female,27,Single,4,0.5991060205625132,0.75,None,0,1,1,10,None,6.327791825727275,4.489388065978812,5.26017112370947,4.699523181646608,30,18,30,18,2,2,0.778242325344296,0.8613576907778705,0.09676807450177902,0,0.002666132320707542,79.7412956971754,84.6048104750329,0.5817835195312048,10,4.458481088694184,0,Medium
SYN0023,Latvia_Uni_B,PRG_293,India,Latvia,2021,Medicine,Bachelor,Full-time,Female,24,Married,5,0.87013121356826,0.6,StudySkills,0,0,0,0,None,5.8545279977810125,4.7253918894619975,7.008847392683922,5.497421349148264,30,18,30,19,2,2,0.4345589471639958,0.4797359281920681,0.0996614364496575,1,-0.002106903911421639,58.315618774635475,54.939194054992065,0.33333408325747266,6,5.584988591179639,1,Medium
SYN0024,Latvia_Uni_B,PRG_946,Nigeria,Latvia,2019,Computer Science,Bachelor,Full-time,Female,21,Single,4,0.39694425534135697,0.9,Mentoring,0,0,0,0,Partial,6.089600517123267,5.761048843474434,7.061356488148568,7.039909854158514,30,18,30,18,2,2,0.6685213451137952,0.7581379684472436,0.10021188350484468,0,0.00377600935447091,75.0931280259213,52.9516192219028,0.3739211666765937,7,6.401488183913562,1,Low
SYN0025,Latvia_Uni_A,PRG_814,India,Latvia,2019,Mathematics,Bachelor,Full-time,Male,26,Single,4,0.421404926271013,0.6,StudySkills,1,0,1,25,Partial,5.942723679594747,4.610101502792302,5.236327555037582,4.3204711626481,30,18,30,18,2,2,0.6341503252377383,0.8041384105913199,0.11052825582883713,0,-0.0018147224310190368,75.2823899835388,71.53207386595939,0.42603727323664337,9,4.139447361697098,1,Medium
SYN0026,Latvia_Uni_A,PRG_491,Nigeria,Latvia,2020,Computer Science,Bachelor,Full-time,Male,24,Single,4,0.6521102993321988,0.75,StudySkills,0,0,1,20,Partial,6.602694173601,3.5220369361806547,4.3170108698201215,5.029800247560942,30,18,30,18,2,2,0.6384640461022795,0.705338610743015,0.13056328519036628,0,-0.00047856366873408573,57.53294536519832,74.82680399892897,0.19460726215132126,3,4.803415965456704,0,Medium
SYN0027,Latvia_Uni_A,PRG_125,India,Latvia,2018,Engineering,Master,Full-time,Female,25,Single,5,0.793228472618372,0.6,Mentoring,0,0,1,15,None,5.289433092370987,3.579832811307342,4.368893525560946,4.754359738378795,30,18,30,18,2,2,0.5373217527980384,0.5425441056537854,0.1128801912669354,0,-0.002020944442850633,59.620439788803175,38.842967560275994,0.460023632001476,6,4.294177455794378,1,Medium
SYN0028,Latvia_Uni_C,PRG_534,China,Latvia,2018,Medicine,Master,Full-time,Male,24,Married,4,0.03406592376518567,0.9,None,1,0,1,18,None,4.746951860569759,2.2423380236212402,2.5919751356229668,1.9029861304311249,30,18,30,18,2,2,0.44825184722615347,0.5542028883217327,0.11856247553294848,0,-0.00485414675257638,62.82442891164169,73.02229995999669,0.08362790172518261,3,1.8969660970515085,0,Medium
SYN0029,Latvia_Uni_C,PRG_272,Bangladesh,Latvia,2018,Engineering,Master,Full-time,Male,24,Single,5,0.47094431778373486,0.75,None,1,0,0,0,None,6.106555806429804,3.848055540814337,5.257635823948391,5.01050572136129,30,18,30,18,2,2,0.41077168673708475,0.4548460722890699,0.12732916310639325,2,-0.003945895275257855,48.341775617861146,41.466430443485535,0.295003659196839,6,4.031988747145218,1,Medium
SYN0030,Latvia_Uni_C,PRG_399,Vietnam,Latvia,2019,Computer Science,Master,Full-time,Female,26,Single,5,0.4290947889132941,0.6,None,1,1,1,15,Partial,4.156738348438625,3.0926515561720778,2.6883537230046155,4.025599131860546,30,18,30,18,2,2,0.5551375800835592,0.6440563003924737,0.10306358505369911,0,-0.003682765880651644,56.66768328710806,34.2092921968693,0.2792544620271359,7,3.4406497791709794,1,Medium
SYN0031,Latvia_Uni_B,PRG_744,India,Latvia,2018,Medicine,Master,Full-time,Female,33,Single,5,0.4151190345307702,0.9,StudySkills,0,0,0,0,None,5.858402664618572,7.5597689139642075,7.907105122179919,7.663109545604347,30,19,30,19,2,2,0.883225084984597,0.8741044235330604,0.09748223320159745,0,-0.001049095363086365,80.30565685240926,88.14634480416535,0.49644796463721136,8,7.235762605750021,1,Low
SYN0032,Latvia_Uni_C,PRG_425,Nigeria,Latvia,2022,Medicine,Bachelor,Full-time,Female,28,Married,3,0.4262892332793735,0.6,StudySkills,0,1,0,0,Partial,6.078414508861471,5.419843370750302,4.8006252765962545,5.464679228763992,30,18,30,18,2,2,0.6021073905154535,0.5619735168947968,0.11193151558861039,0,-0.0029370730591461456,71.10012640045332,45.51262703938738,0.4408689293915051,6,5.051190371842517,1,Medium
SYN0033,Latvia_Uni_B,PRG_509,Vietnam,Latvia,2021,Medicine,Bachelor,Full-time,Male,24,Single,2,0.8096004177343746,0.75,Mentoring,0,0,1,18,None,4.770174022938253,4.2077303371119195,4.453982520201764,4.119619176281005,30,18,30,18,2,2,0.6038547131417674,0.6552106900616577,0.1354478415924164,0,0.001970026784013708,69.7289335093666,52.68727151547726,0.31881540970094224,7,4.2320503582053215,1,Medium
SYN0034,Latvia_Uni_B,PRG_217,India,Latvia,2019,Engineering,Bachelor,Full-time,Female,22,Single,2,0.8763316756414324,0.75,StudySkills,0,1,1,15,None,6.8070327472624275,5.2296779268099245,5.329248417640622,5.3066686112287105,30,18,30,18,2,2,0.651819516554834,0.8649045370224291,0.08639119017735394,0,-0.0017046228911740157,87.92118438698236,71.99815667629846,0.5422543708140105,11,4.917611546959891,0,High
SYN0035,Latvia_Uni_C,PRG_935,Pakistan,Latvia,2020,Medicine,PhD,Full-time,Male,23,Single,2,0.7231640223083883,0.3,StudySkills,0,0,1,18,Partial,6.229084845952061,2.2929783407269424,3.5544765891776393,3.4826860421485897,30,18,30,18,2,2,0.31559831550739886,0.4042227244089128,0.1302143383814715,8,-0.0014037824665709146,70.61443666845766,42.69741903248548,0.28614025314448477,6,3.6431144264522968,0,High
SYN0036,Latvia_Uni_B,PRG_886,China,Latvia,2020,Engineering,Bachelor,Full-time,Male,19,Married,2,0.5407780973852,0.9,Mentoring,0,1,1,10,None,6.259456775524501,3.401988977267315,3.7899587449693803,4.553404059935057,30,18,30,18,2,2,0.4003704851321881,0.5870589173896663,0.11575426095820937,0,-0.0010872257912719814,78.61342184455066,69.80221943264709,0.32370210665098215,6,3.6711370680690516,0,Medium
SYN0037,Latvia_Uni_C,PRG_823,China,Latvia,2021,Medicine,Bachelor,Full-time,Female,26,Single,2,0.6627077752981825,0.6,Mentoring,1,0,1,20,Partial,3.1794791354819045,3.5476848256315305,3.714757855843795,2.984689236883104,30,18,30,18,2,2,0.5753565325256064,0.5601110242311014,0.14243692795172497,3,-0.0004781706682775238,56.33392853335855,44.57522801942774,0.450426940053377,9,3.000137347334179,0,Medium
SYN0038,Latvia_Uni_C,PRG_324,Indonesia,Latvia,2019,Medicine,PhD,Full-time,Male,20,Single,3,0.19757351996708186,0.3,Mentoring,1,1,0,0,None,5.657206044127381,5.801134434095733,5.857161016320176,5.0266332521077,30,18,30,18,2,2,0.5768375175040029,0.5571165711071855,0.11828997270301464,0,-0.003493543912603234,67.8420794588188,45.67452368153556,0.43321922020698705,9,5.576298275938179,1,Medium
SYN0039,Latvia_Uni_A,PRG_631,India,Latvia,2018,Engineering,PhD,Full-time,Male,22,Single,4,0.2536382663357395,0.9,Mentoring,0,0,1,20,None,5.847799317887642,4.544004843108045,4.9607913760660765,3.6640559037585883,30,18,30,18,2,2,0.5729305187119224,0.6477738630220258,0.12581643640477028,0,-0.0017864622406730468,56.38660328381778,56.47846012187149,0.23291078715149394,6,4.21023062372636,0,Medium
SYN0040,Latvia_Uni_C,PRG_212,Kenya,Latvia,2018,Computer Science,Master,Full-time,Female,26,Single,4,0.1450419987998004,0.75,None,0,1,1,20,Full,4.059836416539964,2.142220060522252,2.0189361425111936,1.8416536899942173,30,18,30,18,2,2,0.4474964349826291,0.5254868395558963,0.11428214701860134,0,0.0015360965176040946,56.02231587268895,42.368162486859504,0.14675343133535812,7,2.564104710648413,0,Medium
SYN0041,Latvia_Uni_A,PRG_239,Pakistan,Latvia,2022,Computer Science,Bachelor,Full-time,Male,23,Married,3,0.8165103530274265,0.3,Mentoring,0,1,1,18,None,3.806171071529716,4.137870418079131,5.056197053443092,5.546539093112388,30,18,30,18,2,2,0.6796318854504124,0.7511136288797642,0.13154552207944228,0,-0.001999913826097395,71.66186271651046,63.01417545349371,0.28237582279978946,4,5.39939559265708,1,Low
SYN0042,Latvia_Uni_C,PRG_658,India,Latvia,2022,Computer Science,Bachelor,Full-time,Male,22,Married,4,0.2600710834656305,0.3,Mentoring,0,1,1,10,Partial,6.3461963284850995,5.96919584923335,7.070155373878104,6.661647779686768,30,18,30,18,2,2,0.7690166977709283,0.8631314974646832,0.09146723173968462,0,0.0007805409450565225,72.50788688697645,61.318923965739714,0.4292867861331396,8,7.026723046413758,1,Low
SYN0043,Latvia_Uni_C,PRG_100,Kenya,Latvia,2018,Computer Science,Bachelor,Full-time,Male,19,Single,4,0.5959402464463914,0.75,Mentoring,0,0,1,20,Partial,6.830058404372767,4.797528805820277,4.672550875643019,4.6643982875201635,30,18,30,18,2,2,0.38837424279088023,0.5503909667551891,0.14416063128092527,1,0.00040914380459128704,59.368731498226644,63.035378453879,0.503660836303235,10,4.871708784855084,0,Medium
SYN0044,Latvia_Uni_A,PRG_189,Indonesia,Latvia,2020,Engineering,Bachelor,Full-time,Male,28,Single,4,0.38180724557628976,0.3,StudySkills,1,0,1,20,None,6.02061471757303,1.518505810704673,3.219872581666441,3.192899003112421,30,18,30,18,2,2,0.3584183121936809,0.34039803129282037,0.1341872377636684,14,-0.00116225463426723,48.194868660529394,41.80717619450882,0.4804044784942257,10,2.9000717785778125,0,Medium
SYN0045,Latvia_Uni_A,PRG_753,India,Latvia,2020,Medicine,Bachelor,Full-time,Male,21,Single,5,0.23655769062941132,0.9,None,0,1,0,0,Full,4.223449042628016,4.068677708528653,4.925212889430296,5.043902659608825,30,18,30,18,2,2,0.5922372634563862,0.537780287823142,0.10871135163763083,0,-0.00039380825683573356,47.975003200419614,75.77149107055845,0.2764916345323607,3,4.604157111322603,0,Medium
SYN0046,Latvia_Uni_C,PRG_419,Vietnam,Latvia,2022,Computer Science,Bachelor,Full-time,Female,21,Single,2,0.7929314919904233,0.75,None,0,0,1,15,None,5.815552741509371,3.2507856092715457,4.1776243391016505,3.0251328109498483,30,18,30,18,2,2,0.7731386520391417,0.8636169125719795,0.08868807822235383,0,-0.00012521867808379885,84.41782904022433,79.11693712094997,0.4227649234443208,5,3.6414771410461695,1,Low
SYN0047,Latvia_Uni_B,PRG_649,Nigeria,Latvia,2021,Mathematics,PhD,Full-time,Female,18,Single,2,0.6363925870718395,0.6,StudySkills,0,0,0,0,Partial,7.936558838975559,3.969865413132485,5.019857240573361,5.771380917948589,30,18,30,18,2,2,0.5597032745489742,0.5659960698872715,0.1171891973496656,0,-0.002052233814383438,66.83069056512792,64.01655902763005,0.18952058643196174,6,4.807667552043653,1,Medium
SYN0048,Latvia_Uni_A,PRG_904,Kenya,Latvia,2018,Computer Science,Bachelor,Full-time,Male,23,Single,3,0.8789206205404085,0.6,Mentoring,1,0,0,0,Partial,6.675989196104306,5.366184485654978,7.769435589402154,5.846699313029786,30,18,30,21,2,1,0.6663979854756117,0.7266157954006759,0.10403774844365417,0,-0.0013692889461499548,81.42342096455603,64.86978228328837,0.35781276151749,4,6.240161326353227,1,Medium
SYN0049,Latvia_Uni_B,PRG_993,Kenya,Latvia,2022,Business,Master,Full-time,Female,22,Single,2,0.43782248359801207,0.75,None,1,0,0,0,Full,4.259537676833819,2.482890803513103,4.146783759803597,3.06049270921172,30,18,30,18,2,2,0.6595603420497291,0.5625950077150343,0.1013430264446353,0,0.0009315205522784184,47.87501289797169,46.726796803491396,0.4213174117117903,7,2.7961279912781465,0,Medium
SYN0050,Latvia_Uni_B,PRG_238,China,Latvia,2022,Medicine,Master,Full-time,Male,24,Single,4,0.3414106089506589,0.6,Mentoring,1,0,0,0,Partial,6.53406423557109,4.914543054824019,4.7985274408129355,4.979487692677643,30,18,30,18,2,2,0.5363727159687796,0.46660951535240003,0.12262621966480561,2,-0.004037767117799727,53.649372643750866,53.95736714196264,0.3382125030124374,8,4.7738073360846585,0,Medium
SYN0051,Latvia_Uni_B,PRG_610,Vietnam,Latvia,2018,Engineering,Bachelor,Full-time,Male,19,Married,3,0.7488133499455977,0.75,Mentoring,0,0,0,0,Partial,7.456827948725839,6.692098424632972,5.682554820739373,6.517371340276307,30,18,30,18,2,2,0.5611196402088231,0.6968059551151413,0.10919389218537032,0,-0.001722955002245533,79.14436726879799,61.048900196395365,0.511628053186662,11,6.487175312025708,1,Medium
SYN0052,Latvia_Uni_A,PRG_967,Vietnam,Latvia,2018,Computer Science,Master,Full-time,Female,26,Married,3,0.13284300895893125,0.9,StudySkills,0,0,0,0,Partial,5.15906816885302,3.6362460094614555,5.38785812762686,4.444232074113888,30,18,30,18,2,2,0.41495501177049227,0.4209372384100696,0.12085035020526,4,-0.005579721740328564,62.186366499950495,41.48598487896592,0.18352759868533608,4,4.812835426956708,0,High
SYN0053,Latvia_Uni_B,PRG_944,Kenya,Latvia,2020,Medicine,Bachelor,Full-time,Male,18,Married,2,0.5968536554060636,0.75,Mentoring,0,0,1,10,None,6.61790931226212,5.260820445407152,5.328733516250974,3.618185122445714,30,18,30,18,2,2,0.7094028973126651,0.6759013488961954,0.10567141382376682,0,-0.0031355020826347585,67.07967782321988,58.09163585853663,0.35706017400674406,8,4.759442347962653,1,Medium
SYN0054,Latvia_Uni_A,PRG_358,Bangladesh,Latvia,2021,Engineering,Bachelor,Full-time,Female,23,Single,3,0.8811888525811248,0.6,None,0,0,1,15,Partial,5.401903257397269,1.4890172608562358,1.6242742150088743,2.8446894206068,30,18,30,18,2,2,0.44542446275924924,0.4825557428000765,0.13439001915400622,2,-0.00010984423561017341,49.99916260834629,51.40574689044716,0.16484951063404074,4,2.4839733881634185,0,Medium
SYN0055,Latvia_Uni_B,PRG_772,Kenya,Latvia,2021,Mathematics,Master,Full-time,Male,24,Married,4,0.8333103084704658,0.6,Mentoring,1,1,0,0,None,4.84891025241245,4.34127697593162,4.858024338728333,4.92913850440185,30,18,30,18,2,2,0.4302843588153009,0.4511331729472132,0.08302467985381669,2,-0.0005357005865080378,60.53774704319562,50.13285526379386,0.3989627294592376,6,4.305988135248831,0,Medium
SYN0056,Latvia_Uni_C,PRG_789,Nigeria,Latvia,2018,Engineering,Bachelor,Full-time,Female,24,Single,4,0.4989503851200082,0.75,StudySkills,0,0,0,0,Partial,5.161760633894365,3.5553028469788694,4.921756989976403,5.180935915875742,30,18,30,18,2,2,0.42254532332204114,0.4224681564314603,0.09209490686324966,5,-0.0024793314318731574,43.10448899459654,53.94518310678691,0.3890336360378405,6,4.772863965633305,1,Medium
SYN0057,Latvia_Uni_C,PRG_109,Kenya,Latvia,2019,Mathematics,PhD,Full-time,Male,24,Single,2,0.40604653488091813,0.75,Mentoring,0,0,1,25,Partial,4.933365636450173,2.557255176408969,3.826969122654922,3.2884680211404205,30,18,30,18,2,2,0.5337047613577655,0.6351973460690168,0.13322646620127052,0,0.0006874253709580773,75.55492990027814,69.36674706674168,0.28302157301102815,5,2.9669603765034744,0,Medium
SYN0058,Latvia_Uni_A,PRG_360,Nigeria,Latvia,2022,Computer Science,Bachelor,Full-time,Male,26,Married,2,0.5630430441732793,0.75,StudySkills,0,0,0,0,Full,5.153945654472957,3.3385199186366448,5.520862356070971,4.860479662345873,30,18,30,18,2,2,0.5682136950478888,0.5958971537684776,0.12431692329489166,0,0.0008270943398563344,68.23218144679532,60.16830447718173,0.40236068521347507,7,4.727785180210915,1,Medium
SYN0059,Latvia_Uni_C,PRG_749,Nigeria,Latvia,2022,Medicine,Master,Full-time,Male,28,Single,1,0.5801852535855394,0.3,None,0,1,0,0,Partial,5.28897746610992,4.420445863924735,3.427982079802654,2.6538164940155746,30,18,30,18,2,2,0.6377522345155617,0.6509024373487728,0.08572378027919601,0,0.0012256741802828728,55.26665878356042,73.77532927042218,0.3646436777418973,5,3.1720268694205274,1,Medium
SYN0060,Latvia_Uni_C,PRG_271,Bangladesh,Latvia,2018,Medicine,Bachelor,Full-time,Female,23,Single,1,0.14823420606762638,0.9,StudySkills,0,0,0,0,Partial,4.756675360529489,3.7138694650487256,5.062118568604427,4.425232663004545,30,18,30,18,2,2,0.773815865979296,0.6958918721458437,0.08273770710141093,0,-0.0009784174383570645,59.6589803555136,62.23327819749062,0.3752823037723561,8,4.2319774105932115,1,Medium
SYN0061,Latvia_Uni_B,PRG_997,Nigeria,Latvia,2019,Medicine,Bachelor,Full-time,Male,20,Single,5,0.8494996582672514,0.6,StudySkills,0,0,0,0,None,5.292176865467777,6.263094792498321,6.722635027260585,6.497565301510582,30,18,30,19,2,2,0.5175588856733132,0.6343673077636408,0.09010936999586516,0,-0.003147087035134028,60.60145091794626,59.13675325144031,0.3821121749233511,5,6.751077228537457,1,Low
SYN0062,Latvia_Uni_A,PRG_112,India,Latvia,2020,Computer Science,Bachelor,Full-time,Female,25,Single,1,0.515532377502109,0.75,Mentoring,0,0,1,25,None,6.973720941033308,2.8447092448279685,4.718060934085219,3.8615982566801357,30,18,30,18,2,2,0.5803717335396302,0.7413442621131229,0.13922782428075356,0,-0.0008200643949536286,72.71044644726376,63.84376928481753,0.36011605856535744,5,3.8865933992617383,0,Medium
