student_id,institution,week_index,semester_index,weekly_engagement,weekly_attendance,weekly_assignments_submitted,weekly_quiz_attempts
S100001,Latvia_College_C,3,1,0.4484239171352266,0.5157454362977748,1,0
S100001,Latvia_College_C,4,1,0.5316252251344404,0.6620364414648517,1,0
S100001,Latvia_College_C,5,1,0.5588597121523446,0.7321065030364955,1,2
S100001,Latvia_College_C,6,1,0.5225150892470621,0.6554350326456205,1,1
S100001,Latvia_College_C,7,1,0.5160197671883546,0.6548852375942612,1,1
S100001,Latvia_College_C,8,1,0.34791175167124183,0.5097729178592076,2,2
S100001,Latvia_College_C,9,1,0.4569486424161573,0.5504257707054852,0,1
S100001,Latvia_College_C,10,1,0.5322250647901381,0.7094406319223463,1,2
S100001,Latvia_College_C,11,1,0.3036258692341877,0.4437081110512137,0,0
S100001,Latvia_College_C,12,1,0.5480683083221157,0.7116793081249371,1,1
S100001,Latvia_College_C,13,1,0.45775266271582227,0.6236974410791749,0,0
S100001,Latvia_College_C,14,1,0.4278235200372461,0.5774150414109035,0,1
S100001,Latvia_College_C,15,1,0.42609922187955074,0.6575620770745444,2,0
S100001,Latvia_College_C,16,1,0.4323490042390177,0.6555621333369654,2,2
S100001,Latvia_College_C,17,1,0.5405463120038217,0.6636067092555983,0,1
S100001,Latvia_College_C,18,1,0.3373325280580425,0.42353537839629557,0,0
S100001,Latvia_College_C,19,2,0.45834030839021656,0.6263199865176226,0,2
S100001,Latvia_College_C,20,2,0.45050348976133575,0.6405508220962657,3,1
S100001,Latvia_College_C,21,2,0.36571868368813154,0.5201662446277455,1,2
S100001,Latvia_College_C,22,2,0.4035171867239045,0.6046414201527178,2,1
S100001,Latvia_College_C,23,2,0.4609048377656658,0.6005701506699705,3,0
S100001,Latvia_College_C,24,2,0.4998948034024322,0.6545116559838944,1,1
S100001,Latvia_College_C,25,2,0.3767819493152147,0.5792830053526232,2,1
S100001,Latvia_College_C,26,2,0.3893663782801342,0.45888444915974425,0,0
S100001,Latvia_College_C,27,2,0.3578687534899766,0.4685942575764944,0,1
S100001,Latvia_College_C,28,2,0.41494743668374945,0.5915487857118167,1,1
S100001,Latvia_College_C,29,2,0.3654362508250183,0.5846222479713854,0,0
S100001,Latvia_College_C,30,2,0.4097540618029172,0.6663292836289405,0,0
S100001,Latvia_College_C,31,2,0.39325241709972214,0.6077391832630692,0,1
S100001,Latvia_College_C,32,2,0.400711976717406,0.518972338748195,0,1
S100001,Latvia_College_C,33,2,0.3433304583174743,0.4943378331532887,0,0
S100001,Latvia_College_C,34,2,0.304790676467164,0.4916970314429955,1,1
S100001,Latvia_College_C,35,2,0.3450882870870472,0.5637720350150605,0,1
S100001,Latvia_College_C,36,2,0.3811512892905479,0.6146968856918018,2,0
S100002,Latvia_Uni_A,1,1,0.1558874319683768,0.30588007466000117,2,2
S100002,Latvia_Uni_A,2,1,0.2169416866760147,0.3731207324138041,0,1
S100002,Latvia_Uni_A,3,1,0.23777402927878777,0.39590810247870045,0,1
S100002,Latvia_Uni_A,4,1,0.028210211239797153,0.2572627352483735,0,0
S100002,Latvia_Uni_A,5,1,0.0,0.16067171124479157,0,0
S100002,Latvia_Uni_A,6,1,0.038899732767123454,0.1936982861722135,0,0
S100002,Latvia_Uni_A,7,1,0.1487856520576883,0.3259478432829165,0,0
S100002,Latvia_Uni_A,8,1,0.22557113527752162,0.4361473202690437,1,1
S100002,Latvia_Uni_A,9,1,0.17956464697145108,0.3462540213575772,0,1
S100002,Latvia_Uni_A,10,1,0.13301500554950121,0.3161794859119475,1,0
S100002,Latvia_Uni_A,11,1,0.2678133154876016,0.47800261755388884,0,1
S100002,Latvia_Uni_A,12,1,0.22752812566077027,0.3323689501239409,0,0
S100002,Latvia_Uni_A,13,1,0.1609609180131389,0.3543569958536972,1,0
S100002,Latvia_Uni_A,14,1,0.21583291819661285,0.41242234326890526,2,1
S100002,Latvia_Uni_A,15,1,0.3828894672807187,0.48576978458118175,1,2
S100002,Latvia_Uni_A,16,1,0.3801392082158155,0.4595373299852706,0,1
S100002,Latvia_Uni_A,17,1,0.31909995733219165,0.4992729475900144,1,1
S100002,Latvia_Uni_A,18,1,0.2278563181693909,0.37323992219734003,2,0
S100002,Latvia_Uni_A,19,2,0.3190194350454916,0.43540208895722243,1,2
S100002,Latvia_Uni_A,20,2,0.3408940123348207,0.5188868371851763,0,1
S100002,Latvia_Uni_A,21,2,0.3027437184895569,0.48591501902453127,1,0
S100002,Latvia_Uni_A,22,2,0.2812510772869955,0.5212581015484631,0,1
S100002,Latvia_Uni_A,23,2,0.4980882950551591,0.6280160022771766,1,0
S100002,Latvia_Uni_A,24,2,0.3159102480316496,0.42864982113239225,0,0
S100002,Latvia_Uni_A,25,2,0.23416610204639488,0.4457093284264998,1,0
S100002,Latvia_Uni_A,26,2,0.33840384895575853,0.5353263024086108,2,0
S100002,Latvia_Uni_A,27,2,0.33058117603242704,0.5899143090769866,0,0
S100002,Latvia_Uni_A,28,2,0.29022138218062193,0.49056220230269937,0,0
S100002,Latvia_Uni_A,29,2,0.38947053758048705,0.6111494256640184,0,2
S100002,Latvia_Uni_A,30,2,0.36265852237996815,0.5223132816577153,0,0
S100002,Latvia_Uni_A,31,2,0.4299366451037654,0.5608070457849049,2,0
S100002,Latvia_Uni_A,32,2,0.3135834303734405,0.5240154821518134,0,1
S100002,Latvia_Uni_A,33,2,0.4447443255888017,0.6196550500930222,1,0
S100002,Latvia_Uni_A,34,2,0.5125214528081584,0.6352031615954783,3,1
S100002,Latvia_Uni_A,35,2,0.40235144621868246,0.5408776152071597,1,0
S100002,Latvia_Uni_A,36,2,0.28641544892633897,0.4164386516878604,0,0
S100003,Latvia_Uni_B,1,1,0.0,0.23836586202306137,0,0
S100003,Latvia_Uni_B,2,1,0.0,0.1440232062364737,0,0
S100003,Latvia_Uni_B,3,1,0.0,0.20291371654677234,0,0
S100003,Latvia_Uni_B,4,1,0.0,0.1906164504535774,0,0
S100003,Latvia_Uni_B,5,1,0.0,0.20790595424525546,0,0
S100003,Latvia_Uni_B,6,1,0.031704692431437156,0.268884637285517,0,0
S100003,Latvia_Uni_B,7,1,0.057611405098140195,0.31123651925142304,0,0
S100003,Latvia_Uni_B,8,1,0.004649916800081046,0.2507268364375994,0,0
S100003,Latvia_Uni_B,9,1,0.0,0.15534346892075687,0,0
S100003,Latvia_Uni_B,10,1,0.018975573880607395,0.20211478129828384,0,0
S100003,Latvia_Uni_B,11,1,0.15336402367575308,0.3948300554859492,1,1
S100003,Latvia_Uni_B,12,1,0.1261070562908106,0.3452649078047934,0,0
S100003,Latvia_Uni_B,13,1,0.07271413822493591,0.17626216791673316,0,0
S100003,Latvia_Uni_B,14,1,0.0,0.28409083096504123,0,0
S100003,Latvia_Uni_B,15,1,0.19034491766087236,0.43927145590956573,1,0
S100003,Latvia_Uni_B,16,1,0.09373930524875995,0.2296918062007848,0,0
S100003,Latvia_Uni_B,17,1,0.0,0.19744014440917015,0,0
S100003,Latvia_Uni_B,18,1,0.09441893053002341,0.3748550958092531,0,0
S100003,Latvia_Uni_B,19,2,0.12764336375311813,0.3170896462830162,0,0
S100003,Latvia_Uni_B,20,2,0.10988287270159956,0.261589672598814,0,0
S100003,Latvia_Uni_B,21,2,0.15807328239645335,0.2529305785884042,0,0
S100003,Latvia_Uni_B,22,2,0.21505866999091167,0.44484464513608246,0,0
S100003,Latvia_Uni_B,23,2,0.07528234242014728,0.2849843534156504,0,0
S100003,Latvia_Uni_B,24,2,0.23836808792619968,0.4079198463070211,1,0
S100003,Latvia_Uni_B,25,2,0.15745193729203782,0.31281203815895126,0,0
S100003,Latvia_Uni_B,26,2,0.13786139067556225,0.339647893323178,0,0
S100003,Latvia_Uni_B,27,2,0.21117855020302934,0.33308924512814775,0,0
S100003,Latvia_Uni_B,28,2,0.12093695477902291,0.20301053685259413,0,1
S100003,Latvia_Uni_B,29,2,0.20427801285770686,0.4445597030183613,1,0
S100003,Latvia_Uni_B,30,2,0.14379437126208766,0.31042460854638415,1,0
S100003,Latvia_Uni_B,31,2,0.3328912467294653,0.5914714558308948,0,1
S100003,Latvia_Uni_B,32,2,0.3659539008076679,0.5246935782442265,0,0
S100003,Latvia_Uni_B,33,2,0.47594353856136207,0.6709134634474653,1,1
S100003,Latvia_Uni_B,34,2,0.3272541282651246,0.4960829948271698,0,0
S100003,Latvia_Uni_B,35,2,0.2974411040020996,0.4889452884736971,0,1
S100003,Latvia_Uni_B,36,2,0.18314759771760264,0.3619122757529083,1,0
S100004,Latvia_Uni_A,1,1,0.5237915029618017,0.6282964546918444,0,0
S100004,Latvia_Uni_A,2,1,0.6023569282477708,0.7472488946093071,1,1
S100004,Latvia_Uni_A,3,1,0.5632641019452768,0.6430868695022376,0,1
S100004,Latvia_Uni_A,4,1,0.6108024289082011,0.7775012904498873,0,3
S100004,Latvia_Uni_A,5,1,0.6240348309217905,0.8298027834338965,0,0
S100004,Latvia_Uni_A,6,1,0.5302513189962231,0.6831874801529704,2,1
S100004,Latvia_Uni_A,7,1,0.5786486283600396,0.7245694299218773,0,3
S100004,Latvia_Uni_A,8,1,0.6401415579931012,0.7185841767345128,0,0
S100004,Latvia_Uni_A,9,1,0.663456875175683,0.8076916742978673,1,1
S100004,Latvia_Uni_A,10,1,0.5819059829123829,0.7405074474677957,3,0
S100004,Latvia_Uni_A,11,1,0.6441977131269041,0.7216565028072172,0,0
S100004,Latvia_Uni_A,12,1,0.5808543448240141,0.8349149259617619,2,1
S100004,Latvia_Uni_A,13,1,0.6110213269313742,0.7481386574287323,1,0
S100004,Latvia_Uni_A,14,1,0.6873730860689681,0.8203663711713342,0,1
S100004,Latvia_Uni_A,15,1,0.6698108315600053,0.7528441369705358,2,1
S100004,Latvia_Uni_A,16,1,0.663035518519882,0.7201962038050584,0,2
S100004,Latvia_Uni_A,17,1,0.5362665897471145,0.699191938522213,3,0
S100004,Latvia_Uni_A,18,1,0.7420804368765361,0.9575908959189005,2,3
S100004,Latvia_Uni_A,19,2,0.6383472304233978,0.7380481605623751,1,0
S100004,Latvia_Uni_A,20,2,0.6702775085418698,0.8367537197977925,2,0
S100004,Latvia_Uni_A,21,2,0.7513899400599964,0.8512137088661509,1,1
S100004,Latvia_Uni_A,22,2,0.6352248638045958,0.7548607790421067,1,1
S100004,Latvia_Uni_A,23,2,0.7014896204688621,0.7259429913331039,2,1
S100004,Latvia_Uni_A,24,2,0.7454603957150571,0.8810531085561697,1,2
S100004,Latvia_Uni_A,25,2,0.627247788521192,0.804806941631198,1,1
S100004,Latvia_Uni_A,26,2,0.6773923893724108,0.771536977533787,0,4
S100004,Latvia_Uni_A,27,2,0.845382481926322,0.8919784509576714,1,1
S100004,Latvia_Uni_A,28,2,0.7093200435617373,0.8307037839874627,0,2
S100004,Latvia_Uni_A,29,2,0.6779373315558539,0.7565454707857575,2,1
S100004,Latvia_Uni_A,30,2,0.6700702695711556,0.7234235296279636,0,0
S100004,Latvia_Uni_A,31,2,0.782417473677588,1.0,2,0
S100004,Latvia_Uni_A,32,2,0.7243339559723939,0.8549963845591526,2,1
S100004,Latvia_Uni_A,33,2,0.6786491325614364,0.7809797743224844,2,3
S100004,Latvia_Uni_A,34,2,0.7366028992559092,0.9116257848975228,1,1
S100004,Latvia_Uni_A,35,2,0.7423259680334378,0.8132264875027418,3,0
S100004,Latvia_Uni_A,36,2,0.814033402693066,0.9190463432393947,2,1
S100005,Latvia_Uni_A,1,1,0.6966068067482017,0.8614513473115823,0,0
S100005,Latvia_Uni_A,2,1,0.7631207177221027,0.9383184161075291,2,1
S100005,Latvia_Uni_A,3,1,0.6957283819582939,0.8262225361001889,2,0
S100005,Latvia_Uni_A,4,1,0.6587550222305772,0.7801491115192181,2,2
S100005,Latvia_Uni_A,5,1,0.6549302414215249,0.7319770174199577,1,1
S100005,Latvia_Uni_A,6,1,0.5645644664925646,0.6700092969277954,1,1
S100005,Latvia_Uni_A,7,1,0.7326046812177045,0.8193336282658416,0,0
S100005,Latvia_Uni_A,8,1,0.572627359355366,0.6995547381907701,1,1
S100005,Latvia_Uni_A,9,1,0.7356980424424888,0.8492955323782524,0,0
S100005,Latvia_Uni_A,10,1,0.7986040147108487,0.8573436191986391,1,0
S100005,Latvia_Uni_A,11,1,0.5649900175082265,0.6841813092224515,0,0
S100005,Latvia_Uni_A,12,1,0.6082262475928597,0.7136929997473485,1,0
S100005,Latvia_Uni_A,13,1,0.6707892801868474,0.8480483048883994,0,2
S100005,Latvia_Uni_A,14,1,0.549700660007115,0.6041996600073838,1,3
S100005,Latvia_Uni_A,15,1,0.697138231369134,0.7823795584669919,1,3
S100005,Latvia_Uni_A,16,1,0.5599631274927104,0.6447603981485258,2,0
S100005,Latvia_Uni_A,17,1,0.5792779138022333,0.722679389488315,1,0
S100005,Latvia_Uni_A,18,1,0.7203411843707574,0.7982424942958546,1,1
S100005,Latvia_Uni_A,19,2,0.5982998738075139,0.6480850434380159,1,1
S100005,Latvia_Uni_A,20,2,0.5675643652313406,0.7259064658341701,1,0
S100005,Latvia_Uni_A,21,2,0.6168482603356772,0.84214583639866,0,1
S100005,Latvia_Uni_A,22,2,0.6714482035294196,0.7819455003099803,1,3
S100005,Latvia_Uni_A,23,2,0.7195291428041656,0.9200434685855643,2,0
S100005,Latvia_Uni_A,24,2,0.5661568897742172,0.7905447162535979,1,2
S100005,Latvia_Uni_A,25,2,0.6600458612605291,0.7970646975403447,1,1
S100005,Latvia_Uni_A,26,2,0.6582289329634624,0.8008913669242568,0,2
S100005,Latvia_Uni_A,27,2,0.655916581354089,0.7115439568601494,1,2
S100005,Latvia_Uni_A,28,2,0.41469879850536606,0.6039424405726826,1,2
S100005,Latvia_Uni_A,29,2,0.39466877247457355,0.5378257246174403,0,2
S100005,Latvia_Uni_A,30,2,0.6249084056500174,0.8542288570715166,0,1
S100005,Latvia_Uni_A,31,2,0.6648529299213503,0.760342194525647,1,1
S100005,Latvia_Uni_A,32,2,0.645444423778146,0.7955466725751961,0,0
S100005,Latvia_Uni_A,33,2,0.6258616120645668,0.6693760125598147,0,1
S100005,Latvia_Uni_A,34,2,0.5989554037874825,0.8320346037898998,0,2
S100005,Latvia_Uni_A,35,2,0.5104634037679223,0.6808068833034867,0,3
S100005,Latvia_Uni_A,36,2,0.5112530247056788,0.7059242373490909,1,2
S100006,Latvia_College_C,1,1,0.23238910218002806,0.2657974442728881,0,0
S100006,Latvia_College_C,2,1,0.03423510814116415,0.23552075023866337,0,0
S100006,Latvia_College_C,3,1,0.1907453536861149,0.3258796444526815,1,0
S100006,Latvia_College_C,4,1,0.2098674419543392,0.29531979195585595,1,0
S100006,Latvia_College_C,5,1,0.2281161031693598,0.3348135214050333,0,0
S100006,Latvia_College_C,6,1,0.1838582611617484,0.34088965429729934,0,0
S100006,Latvia_College_C,7,1,0.2263718864682061,0.4363221048915375,0,0
S100006,Latvia_College_C,8,1,0.18945427463192946,0.48199543923921395,2,0
S100006,Latvia_College_C,9,1,0.385138119191372,0.5963988214195006,1,1
S100006,Latvia_College_C,10,1,0.26674138794059166,0.5101265628982273,1,0
S100006,Latvia_College_C,11,1,0.31420007819163265,0.5155130467948587,0,1
S100006,Latvia_College_C,12,1,0.19926126554491425,0.2975619765675299,0,0
S100006,Latvia_College_C,13,1,0.2395509461184609,0.26781491028936133,0,0
S100006,Latvia_College_C,14,1,0.234141545176893,0.4287569745420458,0,0
S100006,Latvia_College_C,15,1,0.2808987087232565,0.46731085767510766,1,1
S100006,Latvia_College_C,16,1,0.2785077738664883,0.47615190890366627,1,0
S100006,Latvia_College_C,17,1,0.3036165119941786,0.5882343154466267,1,1
S100006,Latvia_College_C,18,1,0.2712037105581581,0.4013953783729718,0,1
S100006,Latvia_College_C,19,2,0.2421942304543117,0.34996188909441417,0,1
S100006,Latvia_College_C,20,2,0.42131011817550396,0.5785083170117131,2,0
S100006,Latvia_College_C,21,2,0.2508726694973449,0.40625152241765067,0,0
S100006,Latvia_College_C,22,2,0.40261951829363524,0.5680867883154657,2,0
S100006,Latvia_College_C,23,2,0.2773926717112694,0.46607180318171937,0,0
S100006,Latvia_College_C,24,2,0.3822301933662336,0.5128801663963325,1,0
S100006,Latvia_College_C,25,2,0.4167292648713279,0.5175520636765769,1,1
S100006,Latvia_College_C,26,2,0.49720899315181094,0.6640025911174594,1,0
S100006,Latvia_College_C,27,2,0.41174465060148036,0.6704458944315704,0,0
S100006,Latvia_College_C,28,2,0.46344826819706925,0.6618837035430797,0,0
S100006,Latvia_College_C,29,2,0.4501149517439174,0.5693596284746502,1,3
S100006,Latvia_College_C,30,2,0.432522952205152,0.5680475214955419,1,0
S100006,Latvia_College_C,31,2,0.30659656413605063,0.5068009867470585,0,0
S100006,Latvia_College_C,32,2,0.5350439830567704,0.6232981799280414,0,0
S100006,Latvia_College_C,33,2,0.5291012852550336,0.5918237720088626,3,0
S100006,Latvia_College_C,34,2,0.4796238891767335,0.6998540165056947,1,1
S100006,Latvia_College_C,35,2,0.5249718772878927,0.5941217770473316,0,1
S100006,Latvia_College_C,36,2,0.4112875683861802,0.5387402561415883,0,0
S100007,Tech_Institute_D,1,1,0.2321188435017305,0.40021507414682667,2,0
S100007,Tech_Institute_D,2,1,0.3431707564077583,0.5877420910135769,2,0
S100007,Tech_Institute_D,3,1,0.22259722391381254,0.38471972943963784,0,0
S100007,Tech_Institute_D,4,1,0.33144106989668215,0.48741272823528115,1,0
S100007,Tech_Institute_D,5,1,0.31044413254515235,0.483329654596389,1,0
S100007,Tech_Institute_D,6,1,0.1846875495906036,0.38241942084104225,0,0
S100007,Tech_Institute_D,7,1,0.30798761580154455,0.5152815929235133,0,3
S100007,Tech_Institute_D,8,1,0.3266349216262235,0.5478635972508603,0,1
S100007,Tech_Institute_D,9,1,0.29483989706530267,0.4795093367592719,2,1
S100007,Tech_Institute_D,10,1,0.18870646123714813,0.3949882485322766,1,0
S100007,Tech_Institute_D,11,1,0.18288909748614646,0.36727308336840553,0,0
S100007,Tech_Institute_D,12,1,0.270482622463449,0.4087274321598209,1,1
S100007,Tech_Institute_D,13,1,0.26208921322207074,0.3575214373705913,2,2
S100007,Tech_Institute_D,14,1,0.2671060945719078,0.5303098701608702,1,0
S100007,Tech_Institute_D,15,1,0.27008437421897363,0.45717373016678414,1,2
S100007,Tech_Institute_D,16,1,0.24967703871001104,0.34395679030977055,0,0
S100007,Tech_Institute_D,17,1,0.21042731908117998,0.3753545648311588,0,0
S100007,Tech_Institute_D,18,1,0.21925356000041396,0.45874924461438016,0,0
S100007,Tech_Institute_D,19,2,0.21487019837026855,0.4057805565758354,0,1
S100007,Tech_Institute_D,20,2,0.13812733339557368,0.25521714848783467,0,1
S100007,Tech_Institute_D,21,2,0.27257113031847857,0.4220256090437268,0,0
S100007,Tech_Institute_D,22,2,0.25376259005576146,0.37198867987490186,1,1
S100007,Tech_Institute_D,23,2,0.36836376823043254,0.5088554764889596,1,2
S100007,Tech_Institute_D,24,2,0.2756815745540543,0.442454996612204,3,0
S100007,Tech_Institute_D,25,2,0.13277743372890247,0.37186545465970017,0,0
S100007,Tech_Institute_D,26,2,0.3567224144313974,0.5774179110703789,0,1
S100007,Tech_Institute_D,27,2,0.22289743119290115,0.4024838496905909,1,0
S100007,Tech_Institute_D,28,2,0.1124816260022669,0.2754079262939986,0,0
S100007,Tech_Institute_D,29,2,0.19580323001448374,0.3352352105744932,0,0
S100007,Tech_Institute_D,30,2,0.3081416506956255,0.5026566433355757,0,1
S100007,Tech_Institute_D,31,2,0.15998632647613667,0.3596786448338791,0,0
S100007,Tech_Institute_D,32,2,0.14181234649179175,0.2966837842130445,0,0
S100007,Tech_Institute_D,33,2,0.2686234380112418,0.47320090889063277,1,0
S100007,Tech_Institute_D,34,2,0.19226134636097048,0.31422519589270176,0,0
S100007,Tech_Institute_D,35,2,0.10898314458354645,0.24549046648027115,0,0
S100007,Tech_Institute_D,36,2,0.23758485123802536,0.36793868924334716,1,1
S100008,Latvia_College_C,1,1,0.18927665841549274,0.3551276544311101,0,1
S100008,Latvia_College_C,2,1,0.19141935099703616,0.3722492610411846,1,1
S100008,Latvia_College_C,3,1,0.17691521728740162,0.35886785280223565,0,0
S100008,Latvia_College_C,4,1,0.20397576133512157,0.4302101273511655,0,0
S100008,Latvia_College_C,5,1,0.009654803028889325,0.2471511331278568,0,0
S100008,Latvia_College_C,6,1,0.09534014626974326,0.3194958513261568,0,3
S100008,Latvia_College_C,7,1,0.16065587720971092,0.2887239093861761,0,0
S100008,Latvia_College_C,8,1,0.16251663097578117,0.35724421423720026,0,0
S100008,Latvia_College_C,9,1,0.09303283139629481,0.2543635101184764,0,0
S100008,Latvia_College_C,10,1,0.05098721837313576,0.18037365904755026,0,0
S100008,Latvia_College_C,11,1,0.07724398909886641,0.2502920846880839,0,0
S100008,Latvia_College_C,12,1,0.17143719391893114,0.33932657913945197,0,0
S100008,Latvia_College_C,13,1,0.10653414961824409,0.28744814698639704,1,0
S100008,Latvia_College_C,14,1,0.20058482865603472,0.32629581466861934,0,1
S100008,Latvia_College_C,15,1,0.16541991943814266,0.3384263146929574,1,0
S100008,Latvia_College_C,16,1,0.21517108207754185,0.3655636466935082,1,1
S100008,Latvia_College_C,17,1,0.2049457476758385,0.47489690001239326,0,0
S100008,Latvia_College_C,18,1,0.20431961547725658,0.45499297142570877,1,0
S100008,Latvia_College_C,19,2,0.17197337625025863,0.3015980521534969,1,0
S100008,Latvia_College_C,20,2,0.22473978779533316,0.3631068159300415,0,0
S100008,Latvia_College_C,21,2,0.13409700915377362,0.291607611524316,0,0
S100008,Latvia_College_C,22,2,0.12097008583208176,0.255086279316612,1,1
S100008,Latvia_College_C,23,2,0.19552741987871802,0.31792908007150933,0,1
S100008,Latvia_College_C,24,2,0.18239420812676876,0.32513311458186933,0,0
S100008,Latvia_College_C,25,2,0.0,0.2595152851755059,0,0
S100008,Latvia_College_C,26,2,0.0,0.16919754872219375,0,0
S100008,Latvia_College_C,27,2,0.22285265507850582,0.3847030533080333,1,1
S100008,Latvia_College_C,28,2,0.22982972577137534,0.40409164824212335,0,2
S100008,Latvia_College_C,29,2,0.20179235141100396,0.2956550595761012,0,1
S100008,Latvia_College_C,30,2,0.05573752248232694,0.33037522546834497,0,0
S100008,Latvia_College_C,31,2,0.10255732389409813,0.25222064946626577,1,0
S100008,Latvia_College_C,32,2,0.0,0.18101617645759135,0,0
S100008,Latvia_College_C,33,2,0.023210695072638093,0.18328158216199825,0,0
S100008,Latvia_College_C,34,2,0.2892001019567718,0.4631006701195732,0,0
S100008,Latvia_College_C,35,2,0.10307732151444765,0.3035347208600785,1,1
S100008,Latvia_College_C,36,2,0.10755318209431425,0.3050138968539786,0,0
S100009,Latvia_Uni_B,1,1,0.07249907399261682,0.3135076912297885,0,0
S100009,Latvia_Uni_B,2,1,0.08136872552445942,0.26865485200110306,2,0
S100009,Latvia_Uni_B,3,1,0.09429805620510694,0.2974609713493465,0,1
S100009,Latvia_Uni_B,4,1,0.0,0.25943920571769374,0,0
S100009,Latvia_Uni_B,5,1,0.11534918424286908,0.24058716622118648,1,0
S100009,Latvia_Uni_B,6,1,0.08652000193298255,0.2764638479844827,0,0
S100009,Latvia_Uni_B,7,1,0.11254862761135573,0.30202777184470575,1,0
S100009,Latvia_Uni_B,8,1,0.0,0.12640938243379074,0,0
S100009,Latvia_Uni_B,9,1,0.12638168208289985,0.1836490981220254,0,0
S100009,Latvia_Uni_B,10,1,0.18221547088157913,0.33932051333572744,0,0
S100009,Latvia_Uni_B,11,1,0.10241784197778488,0.3290178843260089,0,0
S100009,Latvia_Uni_B,12,1,0.028713882670070426,0.24057213653098236,0,0
S100009,Latvia_Uni_B,13,1,0.23624113827277243,0.3744450585799622,0,1
S100009,Latvia_Uni_B,14,1,0.1407618651339196,0.33179851160289847,0,0
S100009,Latvia_Uni_B,15,1,0.023995188133294695,0.27954314843881023,0,0
S100009,Latvia_Uni_B,16,1,0.11730676559236437,0.3347314958160151,1,0
S100009,Latvia_Uni_B,17,1,0.04085638135945892,0.16442051440276226,0,0
S100009,Latvia_Uni_B,18,1,0.14775444171311966,0.3175278792819952,0,0
S100009,Latvia_Uni_B,19,2,0.12272997559524512,0.33699167493695725,0,0
S100009,Latvia_Uni_B,20,2,0.030326845145549272,0.12840670751263794,0,0
S100009,Latvia_Uni_B,21,2,0.09247288351573116,0.2189190933287185,0,0
S100009,Latvia_Uni_B,22,2,0.0,0.15424376702602494,0,0
S100009,Latvia_Uni_B,23,2,0.16877109780047073,0.3712469244902109,0,0
S100009,Latvia_Uni_B,24,2,0.21564839384799037,0.43293720241273626,0,0
S100009,Latvia_Uni_B,25,2,0.10384303700311143,0.3168497224482832,0,0
S100009,Latvia_Uni_B,26,2,0.16094558065877682,0.3857892201102712,1,0
