student_id,institution,program_id,country_home,country_host,cohort_year,subject_field,study_level,study_mode,gender,age,marital_status,language_proficiency,teaching_style_difference,cultural_distance,support_program,participates_in_buddy_program,participates_in_language_course,works_while_studying,work_hours_per_week,scholarship_status,entry_gpa,gpa_sem1,gpa_sem2,gpa_prev,credits_attempted_sem1,credits_earned_sem1,credits_attempted_sem2,credits_earned_sem2,failed_courses_sem1,failed_courses_sem2,attendance_rate,mean_weekly_engagement,std_weekly_engagement,low_engagement_weeks,engagement_trend,avg_assignment_score,avg_exam_score,late_submission_rate,missing_assignments_count,final_gpa_sem3_or_year,success_label,risk_level
S0011,Latvia_Uni_A,PRG_833,Ghana,Latvia,2021,Business,Bachelor,Part-time,Male,27,Single,3,0.6713234209251355,0.75,None,0,0,0,0,None,3.3819622470620394,3.6547433533966993,3.5144385912599096,3.5845909723283045,30,27,30,27,1,1,0.8270349223265897,0.6917482221355407,0.09500980436172732,0,0.0007549416433488362,89.19294500611394,69.67291274833217,0.16045709572715705,3,2.8819414270758386,0,High
S0012,Latvia_Uni_A,PRG_768,Latvia,Latvia,2023,Medicine,Master,Part-time,Male,22,Married,4,0.5095922891963094,0.1,None,0,0,1,16,Partial,2.8631914346821223,2.47737758981297,3.142057186770662,2.809717388291816,30,27,30,27,1,1,0.8146620901324744,0.6843471186770766,0.13851264639939112,5,-0.0011026908277666908,66.90475308758191,59.830276495786876,0.18205749860452114,1,1.963343922965718,0,High
S0013,Latvia_Uni_A,PRG_631,Bangladesh,Latvia,2018,Business,Master,Part-time,Male,24,Single,4,0.23064751824724722,0.6,Mentoring,1,0,0,0,Partial,3.1451539957746366,3.817572770998052,2.4534355469415514,3.135504158969802,30,27,30,30,1,0,0.8229956908414454,0.6535034360937715,0.11827981373201685,3,0.00024331357600399485,60.15652418348201,51.11217707067012,0.208192002920998,4,2.9085838029742126,1,Medium
S0014,Latvia_Uni_A,PRG_300,Bangladesh,Latvia,2022,Engineering,Bachelor,Full-time,Female,24,Single,5,0.6622286518219823,0.6,None,1,1,1,14,Partial,2.8348828798792547,3.4818029995612854,2.67425082832279,3.078026913942038,30,30,30,30,0,0,0.8352049526805325,0.7065246172069419,0.11925066622899477,0,0.00016362756993069634,67.47564273235005,82.98206619912649,0.20277577136831987,1,1.684145744763848,0,High
S0015,Latvia_Uni_A,PRG_884,Brazil,Latvia,2021,Engineering,Master,Full-time,Male,29,Married,2,0.3151068023740891,0.5,Mentoring,0,1,1,24,None,3.082267818698487,3.9685329379853185,2.6898333914685466,3.3291831647269325,30,30,30,30,0,0,0.8811563007307547,0.8557694260242916,0.11402718588237307,0,-0.0004791046296412853,78.15142295215655,54.628233450214864,0.05449168784710123,0,3.718220363246444,1,Low
S0016,Latvia_Uni_A,PRG_485,China,Latvia,2023,Medicine,Bachelor,Part-time,Female,24,Single,4,0.5313945921936869,0.6,Mentoring,1,0,0,0,None,3.013027146781082,2.0016341052830473,3.572229623041726,2.7869318641623866,30,30,30,30,0,0,0.7823534120679516,0.6399974914172457,0.10653881476024098,3,-0.00027784418514896486,67.54806415910946,61.62254250472904,0.21346383047346246,2,2.645824060002892,1,Medium
S0017,Latvia_Uni_A,PRG_653,China,Latvia,2019,Medicine,Bachelor,Part-time,Male,28,Single,5,0.16628014822436094,0.6,Counselling,0,1,0,0,None,3.9958608199757957,3.363519657865985,3.396748354945353,3.380134006405669,30,27,30,27,1,1,0.8554454112071673,0.7903389434008077,0.1157389050118387,1,6.867182823990412e-06,86.35709134846078,83.73401968603315,0.2408931638415323,0,3.3138740033942473,0,High
S0018,Latvia_Uni_A,PRG_686,Bangladesh,Latvia,2020,Business,Bachelor,Full-time,Male,22,Single,4,0.37294167906278197,0.6,None,0,0,0,0,Full,2.6236838971560097,2.201087132200748,1.663087699739293,1.9320874159700203,30,30,30,30,0,0,0.6971305962300858,0.5082227109264965,0.12306401515277525,16,-0.007008580882942551,58.348316366616345,54.32802371994936,0.38069859761789515,2,1.7318671461258186,0,High
S0019,Latvia_Uni_A,PRG_758,Nigeria,Latvia,2020,Engineering,Master,Full-time,Female,25,Married,3,0.7682863950747405,0.75,StudySkills,0,1,0,0,None,1.9855742753339831,1.9237871124215995,1.6200927033353634,1.7719399078784814,30,24,30,24,2,2,0.6476958152333709,0.49206328149293826,0.10736215812965111,17,-0.005056543428823388,59.83526605720794,45.29463609482217,0.2747310051727013,2,1.4039019817867189,0,High
S0020,Latvia_Uni_A,PRG_119,Vietnam,Latvia,2019,Business,Bachelor,Full-time,Male,24,Married,2,0.8521979170450704,0.6,Mentoring,1,0,0,0,None,1.8627086674537545,2.4229845933051224,2.3498560564657582,2.3864203248854405,30,21,30,27,3,1,0.6562753280032909,0.45668879791152994,0.11432479970950292,18,-0.0026128940887429207,67.52794222490373,52.067155973324354,0.35560354951949,1,2.3318004415778044,0,High
S0021,Latvia_Uni_A,PRG_996,India,Latvia,2018,Computer Science,Master,Part-time,Female,23,Single,3,0.8286756311609068,0.6,Mentoring,1,0,0,0,Partial,2.7764008229347157,1.9546351435602147,2.4722444240993697,2.2134397838297923,30,30,30,24,0,2,0.7941266277227388,0.6359014985341542,0.11141418520202635,4,0.005247797214865511,59.74294554703798,68.28576318432701,0.22711275145415977,2,3.201699736796053,0,High
S0022,Latvia_Uni_A,PRG_552,India,Latvia,2019,Engineering,Bachelor,Part-time,Male,23,Single,4,0.5235717304495096,0.6,None,0,1,0,0,Partial,3.6690315571997596,2.7823617555320186,3.674214868009031,3.228288311770525,30,30,30,27,0,1,0.7986308502600966,0.7436073275766663,0.11148884587697303,0,0.0009834543086896478,61.57139819524471,73.84385922759255,0.2271599410632514,0,2.918562802736502,1,Medium
S0023,Latvia_Uni_A,PRG_161,Vietnam,Latvia,2022,Business,Master,Full-time,Male,21,Single,4,0.319865723497504,0.6,Counselling,1,0,0,0,Partial,2.5536326314092777,2.4855908191804623,2.101205172086872,2.293397995633667,30,30,30,27,0,1,0.6436571225697096,0.4482399642005451,0.11244979164091179,23,-0.001917103212960484,53.50944346610611,62.92813434065456,0.2751138887042657,2,1.2890056169500825,0,High
S0024,Latvia_Uni_A,PRG_640,Bangladesh,Latvia,2023,Medicine,Master,Part-time,Female,29,Single,3,0.3313196903085925,0.6,Mentoring,0,0,0,0,Partial,2.1224804462476983,2.4869716491181437,1.8902843684965651,2.1886280088073544,30,24,30,21,2,3,0.6523231687639414,0.48560456108417793,0.12680767085281194,15,-0.004733816935686426,64.41144278282718,56.68508382443241,0.25991971470689834,1,2.2049192007529794,0,High
S0025,Latvia_Uni_A,PRG_304,China,Latvia,2018,Computer Science,Bachelor,Full-time,Male,18,Single,3,0.9959703069815873,0.6,StudySkills,1,0,1,19,None,4.0,4.0,4.0,4.0,30,27,30,27,1,1,0.9574640933712351,0.8854328309495286,0.07343571257386447,0,-0.0004687149153343207,100.0,84.41203118736804,0.0,0,3.350694617761215,0,High
S0026,Latvia_Uni_A,PRG_468,Nigeria,Latvia,2019,Engineering,Bachelor,Full-time,Male,23,Single,3,0.2541895104814761,0.75,Mentoring,0,1,0,0,None,3.0583244783858845,2.48727007697827,4.0,3.243635038489135,30,27,30,30,1,0,0.8769454291633607,0.7607577743621159,0.11442769967328342,0,-0.0014359076632786104,78.26080577732621,66.08624217912501,0.07339249425289653,0,3.740098812271038,1,Low
S0027,Latvia_Uni_A,PRG_770,Latvia,Latvia,2023,Social Sciences,Master,Part-time,Male,28,Married,5,0.0978612180835865,0.1,Counselling,1,0,0,0,None,2.454460502528459,2.155290242160512,1.770313173510509,1.9628017078355104,30,21,30,27,3,1,0.6534756330770478,0.5157086706159193,0.13927094451759375,14,-0.0038493706696517164,48.93429029323409,62.220906938244376,0.39919507423239203,3,2.859416947167033,0,High
S0028,Latvia_Uni_A,PRG_398,Bangladesh,Latvia,2021,Medicine,Bachelor,Part-time,Female,23,Single,5,0.674182409689882,0.6,None,0,0,0,0,Partial,3.0566170628799596,3.3267276774436607,3.830993982757038,3.578860830100349,30,30,30,30,0,0,0.9259345972741795,0.8537334868563672,0.09391589599342787,0,0.0017026816077028266,89.06059938262018,77.89464905848963,0.0,3,3.508564159605016,1,Low
S0029,Latvia_Uni_A,PRG_657,Kenya,Latvia,2022,Social Sciences,Bachelor,Part-time,Female,23,Married,4,0.41712204160695343,0.75,Mentoring,0,1,0,0,Full,1.2719866594602043,2.058115119626565,2.0793013329545667,2.068708226290566,30,24,30,30,2,0,0.6594200724212465,0.5022983580648055,0.12288501119254945,16,-0.006129651705918376,65.47080406075632,45.507213255455014,0.31649941213043975,3,1.4878203732476596,0,High
S0030,Latvia_Uni_A,PRG_245,Bangladesh,Latvia,2021,Engineering,Master,Full-time,Male,26,Single,4,0.478605706028304,0.6,Mentoring,1,0,0,0,Partial,3.6966733259060667,4.0,3.957169323165766,3.9785846615828833,30,30,30,30,0,0,0.9383638282065953,0.8471035307394039,0.09854882833095065,0,-0.0030096899273618664,81.27056249761803,92.6941832994572,0.0,0,4.0,1,Medium
S0031,Latvia_Uni_A,PRG_624,India,Latvia,2023,Computer Science,Bachelor,Part-time,Male,24,Single,3,0.49336893339000143,0.6,Mentoring,1,0,0,0,None,2.330532237988477,1.6307747592361868,2.800600872426128,2.2156878158311573,30,27,30,24,1,2,0.673399205112136,0.49809584131590046,0.10936539834699185,14,-0.005184804447133865,75.31593049081476,56.05045452319408,0.3078244291097653,1,2.674889756363232,0,High
S0032,Latvia_Uni_A,PRG_826,Latvia,Latvia,2020,Business,Master,Full-time,Male,27,Single,4,0.7165999877033737,0.1,StudySkills,1,0,1,9,None,2.1428875264626903,1.404984754716403,2.7539468521114228,2.079465803413913,30,30,30,24,0,2,0.6779666788877919,0.47843032225898197,0.10497754683417918,22,-0.0032338616740611543,67.08245447911037,65.12246071865951,0.27541478082772963,3,2.4826797264269187,0,High
S0033,Latvia_Uni_A,PRG_803,France,Latvia,2021,Computer Science,Master,Part-time,Male,27,Married,5,0.9197464708100851,0.1,Counselling,0,0,1,8,None,3.2593222395408334,3.6828823744224244,3.9772083754914584,3.830045374956941,30,30,30,30,0,0,0.9306359885335797,0.8640074345343884,0.09947454781194195,0,0.0011890945720833548,76.36991409531575,75.0480548008814,0.011623380520941896,0,3.9634989890843264,1,Low
S0034,Latvia_Uni_A,PRG_716,Ghana,Latvia,2021,Medicine,Bachelor,Part-time,Female,24,Married,4,0.35811503208130135,0.75,Mentoring,0,0,0,0,None,2.1354838191607493,1.9617232562770308,1.919427534788401,1.9405753955327159,30,27,30,27,1,1,0.6837185516601592,0.5750059777352695,0.1146751944653115,7,-0.0014119328235741382,50.56317343742744,58.66389450470939,0.31076468630623855,1,1.8333128137157604,0,High
S0035,Latvia_Uni_A,PRG_610,Kenya,Latvia,2022,Medicine,Bachelor,Part-time,Female,23,Married,4,0.4895123386934263,0.75,StudySkills,0,0,1,16,Full,3.7080872989111198,3.51524424249598,3.111848566480588,3.3135464044882843,30,30,30,30,0,0,0.8391850984752598,0.7457177482116304,0.1386992079594305,0,-0.0019739170434068553,76.30229653092556,78.34064909070565,0.16320213851638074,3,4.0,1,Low
S0036,Latvia_Uni_A,PRG_352,Germany,Latvia,2021,Business,Bachelor,Full-time,Male,22,Single,4,0.4050004805563635,0.1,Counselling,1,0,0,0,Full,2.9963241307347324,2.5118417531996484,2.328981253545055,2.4204115033723514,30,27,30,30,1,0,0.7910279912649731,0.6270878552217778,0.10837171346443328,6,0.003732670102010378,74.1111031151437,81.35657604155696,0.325440443505292,1,1.9906489839347212,0,High
S0037,Latvia_Uni_A,PRG_967,France,Latvia,2022,Computer Science,Master,Full-time,Male,29,Single,2,0.52830642642994,0.1,None,0,0,0,0,None,4.0,3.4825863454410766,3.1259976794557027,3.3042920124483897,30,27,30,30,1,0,0.9127998913112169,0.8057246428467743,0.11393418681997056,0,-0.004096459480194667,57.485717757255216,62.14088698862512,0.1096355414696578,0,2.9574236346142118,1,Medium
S0038,Latvia_Uni_A,PRG_829,South Korea,Latvia,2021,Computer Science,Master,Full-time,Female,22,Single,3,0.3022525363160363,0.6,None,0,1,0,0,None,2.9699825443187384,1.6735048662127627,3.4151848658193016,2.544344866016032,30,21,30,24,3,2,0.7245995918729228,0.5947979279675942,0.11392238188951569,6,0.000960392243767258,60.76420093042218,52.0361239739794,0.21616790526903834,1,2.2309835909490685,0,High
S0039,Latvia_Uni_A,PRG_964,Kenya,Latvia,2019,Medicine,Master,Full-time,Female,23,Single,4,0.43144830138263424,0.75,Mentoring,1,1,1,19,None,2.6647273996968304,4.0,3.6269692249782084,3.813484612489104,30,30,30,30,0,0,0.8867763865495288,0.769117898758566,0.1155833122441537,0,0.002620984897680927,77.33515785464785,81.22611814968866,0.10106364124709587,1,3.734098254449865,1,Low
S0040,Latvia_Uni_A,PRG_915,Latvia,Latvia,2021,Business,Bachelor,Full-time,Male,21,Single,5,0.4744098099856022,0.1,StudySkills,0,1,0,0,Partial,2.844820679288879,2.431183278356783,4.0,3.2155916391783914,30,24,30,27,2,1,0.8074945826273262,0.6362178251261347,0.13104464495552706,4,-0.002424740880442676,51.28970365024451,53.21331826345602,0.18321632056459947,0,3.8564599408465576,0,High
S0041,Latvia_Uni_B,PRG_329,Pakistan,Latvia,2021,Medicine,Bachelor,Full-time,Male,24,Single,4,0.18385998966521544,0.6,None,1,1,1,18,None,2.2555437711240773,1.9171674100524008,2.2527518894637004,2.0849596497580505,30,27,30,27,1,1,0.6494396029666383,0.49752990096522587,0.11540505955879603,18,-8.438422591224709e-05,60.71815587632326,50.01278246268356,0.34943583060871036,2,2.7132364648694214,0,High
S0042,Latvia_Uni_B,PRG_380,South Korea,Latvia,2019,Engineering,Bachelor,Full-time,Male,20,Single,4,0.4979295420184527,0.6,StudySkills,0,0,0,0,Partial,1.5109383979633697,1.2798987096915162,1.434718211039504,1.3573084603655101,30,24,30,21,2,3,0.5789712071667101,0.3131107813224152,0.12787291027952352,29,-0.0001693603833502385,44.24381165028302,35.27121287103651,0.42793152260139355,1,1.8267977943861915,0,High
S0043,Latvia_Uni_B,PRG_882,Sri Lanka,Latvia,2020,Medicine,Bachelor,Part-time,Female,19,Married,3,0.6289043932487448,0.6,StudySkills,1,1,0,0,None,2.1862597101358467,1.8043400370807436,1.9529322719387496,1.8786361545097465,30,27,30,21,1,3,0.6298372445456011,0.49488578207656836,0.10735507101621593,14,-0.0021243945103958774,49.078912743349434,59.85338314095754,0.41987302435944457,0,2.212871649426985,0,High
S0044,Latvia_Uni_B,PRG_385,Ghana,Latvia,2019,Business,Bachelor,Part-time,Female,22,Single,4,0.40685943306818506,0.75,Mentoring,0,0,0,0,None,2.7143665531194663,2.2889338295398804,2.908566715938698,2.5987502727392893,30,24,30,30,2,0,0.8055610298770726,0.7534676816612222,0.0795392276021078,0,-0.001056891255442653,67.57563464951289,77.19883204180826,0.22063482085170608,1,2.9427436307250208,0,High
S0045,Latvia_Uni_B,PRG_441,USA,Latvia,2023,Business,Master,Full-time,Male,19,Single,3,0.6538433385790279,0.3,None,1,1,1,12,Full,1.5810347807120575,2.090579094389768,1.721001301304482,1.905790197847125,30,27,30,24,1,2,0.6732935932271611,0.5127624220910076,0.10832780837060516,14,-0.006133680101300687,60.11330213428794,56.77044853407601,0.29823993462536075,2,2.5750128628329985,0,High
S0046,Latvia_Uni_B,PRG_970,Nigeria,Latvia,2019,Engineering,Bachelor,Part-time,Female,23,Married,3,0.5844649594899749,0.75,None,1,0,1,9,None,2.8434684234825243,2.73419906002893,3.272259078055009,3.0032290690419696,30,30,30,27,0,1,0.8326623981569155,0.7080080426295147,0.11036814329127367,1,-0.0009967106248581037,63.793029456033814,79.10776101354605,0.12586457134619394,3,3.3661162295915084,1,Low
S0047,Latvia_Uni_B,PRG_267,Pakistan,Latvia,2020,Medicine,Master,Full-time,Male,24,Single,4,0.2821480114318677,0.6,Mentoring,1,1,1,7,None,4.0,3.446523564598203,3.9078866818081517,3.6772051232031773,30,30,30,30,0,0,0.9751599544221317,0.9268266459207835,0.08820854983001444,0,-0.0022584800079969744,96.63253761857463,89.67279021302025,0.06932158834574251,0,4.0,1,Medium
S0048,Latvia_Uni_B,PRG_301,Sri Lanka,Latvia,2019,Business,Master,Full-time,Male,26,Married,3,0.6073614938449807,0.6,None,0,1,1,8,None,3.3590066393395195,3.246922147523098,3.5837092077929302,3.415315677658014,30,30,30,27,0,1,0.8457822175373155,0.7762828242326726,0.12879836667850694,0,0.0030231203581625927,78.32435754392716,73.19305384333504,0.11959187443234992,1,2.582967385649111,1,Medium
S0049,Latvia_Uni_B,PRG_210,South Korea,Latvia,2018,Engineering,Bachelor,Full-time,Female,24,Single,3,0.5969469295937848,0.6,Mentoring,0,1,1,13,Full,1.951148877014698,1.6452120962534302,1.4860281702524696,1.56562013325295,30,21,30,21,3,3,0.5495510014748992,0.2823255795738196,0.11364284603728951,32,-0.0025885779237356686,59.119482773701776,39.756185695727055,0.3664058681003687,3,0.023611934535392738,0,High
S0050,Latvia_Uni_B,PRG_452,China,Latvia,2020,Engineering,Bachelor,Part-time,Male,21,Married,2,0.6474346026219676,0.6,Mentoring,1,1,0,0,Partial,1.9062443293944131,1.9559485285750224,0.5492710307733335,1.252609779674178,30,21,30,24,3,2,0.5652897996309445,0.28816187577512925,0.11357183983147776,31,-0.0038007819019137993,50.01361755609785,37.96776775029847,0.4160007357622099,4,1.2078025397961634,0,High
S0051,Latvia_Uni_B,PRG_280,Latvia,Latvia,2022,Medicine,Master,Full-time,Male,23,Single,3,0.576710480741425,0.1,None,1,0,1,21,None,3.1969112996727356,3.0046581515409705,2.5325794718141332,2.768618811677552,30,27,30,27,1,1,0.8277556654730489,0.6805712011603638,0.11741750817162566,2,0.0032311271081636897,69.70331570244446,65.66327903091303,0.21571716783084138,0,3.050424013567242,0,High
S0052,Latvia_Uni_B,PRG_896,Latvia,Latvia,2021,Medicine,Master,Full-time,Male,20,Single,4,0.7379285290970472,0.1,Mentoring,0,0,0,0,Full,3.698741273722024,2.605156991208512,2.71806733832184,2.661612164765176,30,30,30,30,0,0,0.7986878136517912,0.6375821111357644,0.10601360055149765,4,0.0018347266366961338,63.84910773586006,78.06932853801726,0.2571512763482918,2,3.3538344459475713,1,Low
S0053,Latvia_Uni_B,PRG_492,Bangladesh,Latvia,2021,Social Sciences,Master,Part-time,Female,25,Single,2,0.5837088640187945,0.6,Mentoring,0,0,0,0,None,0.9021455972349978,1.4495036262577086,1.5280624785834487,1.4887830524205787,30,24,30,21,2,3,0.500131064787989,0.2685345520054328,0.11960101413666445,30,-0.00044541767380817173,59.965169148694486,56.37983376883959,0.46055548304841065,3,0.9494046624837275,0,High
S0054,Latvia_Uni_B,PRG_462,Italy,Latvia,2018,Computer Science,Master,Part-time,Female,19,Married,4,0.5851268807559338,0.1,None,0,1,0,0,None,2.99932149905109,2.30960491508745,3.5548380688619803,2.9322214919747154,30,30,30,24,0,2,0.8165097138279425,0.6708555022666564,0.09213321819813765,0,-0.0018468994891874025,69.99355033339627,77.75140943112048,0.22973419877059661,2,1.7037777565750465,0,High
S0055,Latvia_Uni_B,PRG_760,United Kingdom,Latvia,2022,Computer Science,Master,Part-time,Female,26,Married,4,0.3056565641446146,0.1,None,0,1,0,0,Partial,1.7277404890413544,1.4509964997417197,2.631258919101323,2.0411277094215214,30,27,30,27,1,1,0.6389172441254718,0.43529680693393724,0.10729113746820293,22,-0.0008430021913177984,64.64799827456173,51.789248621575254,0.3053256381477818,4,2.0665006560280053,0,High
S0056,Latvia_Uni_B,PRG_938,Germany,Latvia,2019,Computer Science,Bachelor,Part-time,Male,24,Single,4,0.43220638983533277,0.1,None,1,1,0,0,None,3.23178868731317,3.2407463871951867,3.716332020743247,3.478539203969217,30,30,30,30,0,0,0.8762261002717266,0.8046003477555095,0.10193491622945226,0,0.00111885762077364,75.27295832426616,81.45737018416531,0.0,0,3.3928831293596584,1,Low
S0057,Latvia_Uni_B,PRG_143,USA,Latvia,2018,Social Sciences,Bachelor,Part-time,Male,28,Single,4,0.8211808113076562,0.3,Mentoring,1,0,0,0,Partial,2.4256140796232573,2.604811039693869,3.8794052888269386,3.2421081642604035,30,27,30,30,1,0,0.8048306169179869,0.6949021143157813,0.1244121887163994,1,-0.002735619735809124,72.71675371157284,60.365440665434114,0.1809965614772873,2,2.3670165096691327,0,High
S0058,Latvia_Uni_B,PRG_151,Sri Lanka,Latvia,2022,Medicine,Master,Part-time,Male,27,Single,5,0.4363598817827213,0.6,StudySkills,0,1,0,0,Partial,3.994128219474523,3.625154799335326,2.7797579204351788,3.2024563598852525,30,30,30,27,0,1,0.8574004444929607,0.7458899984137028,0.1329405247254259,2,0.0015109689502288439,60.60052004024672,86.86113586785785,0.1367504971087317,2,3.5083515159837093,1,Low
S0059,Latvia_Uni_B,PRG_238,India,Latvia,2022,Computer Science,Master,Full-time,Male,25,Single,5,0.517753337170891,0.6,None,1,0,0,0,Full,3.849960706515888,3.571973320563942,2.608056015313891,3.0900146679389167,30,27,30,27,1,1,0.8041306560530893,0.624439980896647,0.10850244768978133,4,0.001849192904060733,72.56477508010394,44.85473089579119,0.2389645413724142,2,2.645299258190006,0,High
S0060,Latvia_Uni_B,PRG_836,Latvia,Latvia,2020,Social Sciences,Master,Full-time,Male,26,Married,3,0.03491596917206391,0.1,StudySkills,0,0,1,17,Partial,1.5557534975576073,1.9152355180715566,0.876153582341509,1.3956945502065328,30,24,30,27,2,1,0.5990921894264821,0.40642860873968567,0.1294145941368028,24,-0.003910146602696888,75.53340127524567,41.70133348861866,0.3909064036413249,2,1.0825658245199763,0,High
S0061,Latvia_Uni_B,PRG_122,China,Latvia,2019,Business,Bachelor,Full-time,Male,24,Married,2,0.5369018892603725,0.6,Mentoring,0,0,0,0,None,3.3546085481431227,2.2166173703719183,2.4271795871857442,2.3218984787788313,30,24,30,24,2,2,0.818845839471362,0.6876777337442906,0.1378339494508222,4,-0.0025196812201156286,70.97785910520471,73.84444330803147,0.17581550674928625,3,2.7093158648050837,0,High
S0062,Latvia_Uni_B,PRG_491,Pakistan,Latvia,2018,Computer Science,Bachelor,Full-time,Male,23,Single,5,0.468699233958158,0.6,Mentoring,0,1,0,0,None,2.316739958262939,2.7083809897643687,2.3573639425187825,2.5328724661415754,30,27,30,24,1,2,0.6777261701879017,0.5053808973974417,0.10952451024488483,18,-0.004997274696280472,60.31325536193865,34.23727905060444,0.23378345872901063,6,2.7533250046403985,0,High
S0063,Latvia_Uni_B,PRG_276,Latvia,Latvia,2020,Computer Science,Bachelor,Part-time,Male,23,Single,4,0.47675947194824436,0.1,Mentoring,1,0,0,0,Partial,2.90204648978522,3.0344976797262753,2.9120772617734185,2.973287470749847,30,27,30,30,1,0,0.6930542535948621,0.5886089182463697,0.1299110484134003,8,-0.004434794556332281,55.668096626219594,46.69537991216653,0.2706094723858478,2,2.0954125951336997,0,High
